	doc_id	corpus_id	title	abstract	year	venue	norm_year	scaled_year	n_authors	norm_authors
10	16947144	16947144	Saliency based control in random feature networks	The ability to rapidly focus attention and react to salient environmental features enables animals to move agilely through their habitats. To replicate this kind of high performance control of movement in synthetic systems, we propose a new approach to feedback control that bases control actions on randomly perceived features. Connections will be made with recent work incorporating communication protocols into networked control systems. The concepts of random channel controllability and random channel observability for LTI control systems are introduced and studied.	2014	53rd IEEE Conference on Decision and Control	0.5	1.8600000143051147	2	-0.44999998807907104
11	69701518	69701518	Custom Vision i LUIS servisi na Microsoft Azureu	Ovaj diplomski rad za temu ima prikaz i implementaciju Microsoft ovih servisa Custom Vision i LUIS. Prvo je ukratko opisan koncept strojnoga ucenja i	2018		0.75	2.7899999618530273	1	-0.6940000057220459
12	125321276	125321276	Light propagation in periodic photonic structures formed by photo orientation and photo polymerization of nematic liquid crystals	Abstract Propagation of linearly polarized light beams in a nematic liquid crystal cell with distinguished regions of different molecular orientation has been analyzed. Specifically, combination of the planar/homogenic and homeotropic alignment, forming thus spatially limited regions characterized by a different LC molecular orientation, has been tested, as achieved by means of the photo orientation and photo polymerization processes, independently. An influence of molecular orientation on the light beam propagation has been checked for different directions of the linear polarization. Thanks to the molecular reorientation induced by the low frequency external electric field and also to the reorientational nonlinearity taking place in NLCs, propagation direction of the light beam can be additionally controlled by the electric bias and/or optical power, respectively. Proposed structural solutions and techniques, related to the photo orientation and photo polymerization processes described in this communication, give rise to the novel LC geometries and structures. The latter act as promising candidates for new practical photonic applications as they are expected to be of a particular importance for integrated optic elements and devices.	2017		0.6880000233650208	2.5593600273132324	6	0.5249999761581421
13	216896135	216896135	Marked Affect Mirroring and the Development of Affect Regulative Use of Pretend Play		2018		0.75	2.7899999618530273	4	0.03700000047683716
14	225031048	225031048	A consistency regularization based semi supervised learning approach for intelligent fault diagnosis of rolling bearing	Abstract Deep learning has been widely used nowadays to achieve an automated fault diagnosis of rolling bearings. However, most of deep learning based bearing fault diagnosis methods are based on the assumption that the recorded samples are labeled data, though most of field data are recorded without label information. To address this issue, an effective semi supervised learning method based on the principle of consistency regularization is proposed in this study. The principle of consistency regularization underlines that the model predictions should be less sensitive to the extra perturbation imposed on the input samples. In the proposed method, a data augmentation method is proposed to serve as the extra perturbation, which is imposed on both the labeled and unlabeled samples to enrich the data library. Meanwhile, a label predicting process is formulated to estimate the appreciable label distribution for the unlabeled sample. Correspondingly, two consistency loss terms are introduced to regularize the model predictions for both the labeled and unlabeled samples to be invariant to the extra perturbation, among which a supervised loss term is adopted to enforce the model predictions for augmented labeled samples to be consistent with its true label information and an unsupervised loss is proposed to minimize the discrepancy between label distributions for the original unlabeled samples and its appreciable label distributions. The analysis result on an experimental bearing fault dataset demonstrates that the proposed method can provide an excellent identification performance under limited labeled samples situation.	2020		0.875	3.255000114440918	4	0.03700000047683716
15	224978229	224978229	Extracting highlights of scientific articles: A supervised summarization approach	Abstract Scientific articles can be annotated with short sentences, called highlights, providing readers with an at a glance overview of the main findings. Highlights are usually manually specified by the authors. This paper presents a supervised approach, based on regression techniques, with the twofold aim at automatically extracting highlights of past articles with missing annotations and simplifying the process of manually annotating new articles. To this end, regression models are trained on a variety of features extracted from previously annotated articles. The proposed approach extends existing extractive approaches by predicting a similarity score, based on n gram co occurrences, between article sentences and highlights. The experimental results, achieved on a benchmark collection of articles ranging over heterogeneous topics, show that the proposed regression models perform better than existing methods, both supervised and not.	2020	Expert Syst. Appl.	0.875	3.255000114440918	2	-0.44999998807907104
16	221174491	221174491	Optimal Care for Patients with Anaplastic Lymphoma Kinase (ALK) Positive Non Small Cell Lung Cancer: A Review on the Role and Utility of ALK Inhibitors	Abstract The treatment of advanced non small cell lung cancer (NSCLC) has undergone a paradigm shift in the last decade. Molecular characterization of the disease has led to the rapid development of personalized medicine and swift delivery of targeted therapies to patients. The discovery of the anaplastic lymphoma kinase (ALK) gene in patients with NSCLC has resulted in rapid bench bedside transition of several active drugs, with several others currently in clinical trials. After the first generation ALK inhibitor crizotinib, next generation ALK inhibitors have entered clinical applications for ALK rearranged NSCLC. Ceritinib, alectinib, and brigatinib have all received approval for ALK positive patients who have failed prior crizotinib, as well as first line therapy in treatment naive patients based on favorable efficacy. Most recently, lorlatinib, a potent, newer generation ALK inhibitor, has been approved as second or third line treatment. These advances have led to better patient outcomes, but concurrently have led to several crucial unanswered questions about optimal care for ALK positive NSCLC patients. The ultimate acquisition of resistance to ALK inhibitor therapy poses a challenge to ongoing research efforts, in addition to the routine management of these patients in the clinic. This review provides a summary of the clinical development of crizotinib, ceritinib, alectinib, brigatinib, and lorlatinib and highlights current management paradigms, current and evolving clinical information, emerging clinical decision making and sequencing of therapy in advanced, metastatic, or recurrent ALK positive NSCLC.	2020	Cancer management and research	0.875	3.255000114440918	2	-0.44999998807907104
17	214227671	214227671	La traduccion de indicios graficos en las peliculas de los anos 40. Sobre una coleccion de imagenes realizadas por Ramon de Banos	espanolRamon de Banos, destacado cineasta de las primeras decadas del cine espanol, realizo en los anos cuarenta una serie de rotulos y traducciones de indicios graficos que hasta ahora no habian sido investigados. Este articulo presenta una muestra de estos documentos y analiza el papel que juegan en el estudio de la historia de la traduccion audiovisual en Espana. Estos materiales ineditos, conservados en el Museo de la Filmoteca Espanola, permiten repasar las circunstancias que rodearon las traducciones audiovisuales en la posguerra espanola e invitan a plantear nuevas preguntas en torno a la historia del doblaje en Espana. EnglishRamon de Banos, one of the most important pioneers of the Spanish cinema, made a series of letterings and graphic signs' translations in the forties that have not been researched so far. This article presents a sample of these documents and analyses the role they play in the study of the history of audiovisual translation in Spain. These unpublished materials, preserved in the Museo de la Filmoteca Espanola, enable us to review the circumstances that surrounded the audiovisual translations after the Spanish Civil war and invite us to set new questions about the history of dubbing in Spain.	2019		0.8119999766349792	3.0206398963928223	1	-0.6940000057220459
18	21706529	21706529	Extreme Trust Region Policy Optimization for Active Object Recognition	In this brief, we develop a deep reinforcement learning method to actively recognize objects by choosing a sequence of actions for an active camera that helps to discriminate between the objects. The method is realized using trust region policy optimization, in which the policy is realized by an extreme learning machine and, therefore, leads to efficient optimization algorithm. The experimental results on the publicly available data set show the advantages of the developed extreme trust region optimization method.	2018	IEEE Transactions on Neural Networks and Learning Systems	0.75	2.7899999618530273	3	-0.2070000022649765
19	7537776	7537776	Constant Composition Distribution Matching	Distribution matching transforms independent and Bernoulli(1/2) distributed input bits into a sequence of output symbols with a desired distribution. Fixed to fixed length, invertible, and low complexity encoders and decoders based on constant composition and arithmetic coding are presented. The encoder achieves the maximum rate, namely, the entropy of the desired distribution, asymptotically in the blocklength. Furthermore, the normalized divergence of the encoder output and the desired distribution goes to zero in the blocklength.	2016	IEEE Transactions on Information Theory	0.625	2.325000047683716	2	-0.44999998807907104
20	213034516	213034516	Daron Acemoglu and James A. Robinson (2012) Why nations fail. The origins of power, prosperity and poverty		2019		0.8119999766349792	3.0206398963928223	1	-0.6940000057220459
21	213198727	213198727	Analysis of environmental conditions on the performances of autonomous driving algorithms	In the last years autonomous driving has been, and continues to be nowadays, one of the most trending topics in the automotive environment. The progress performed in that field is continuously growing, also thanks to a huge amount of investments done by all the main car manufacturers. Vision systems play a key role into this process of driving automation, that's why during this work two of them will be accurately analyzed through a validation procedure that allows to evaluate their limits and the main critical issues depending on the environmental conditions. The two systems that will be analyzed are: a lane detection system (fundamental to perform autonomous lane keeping) and an object detection system (needed for a lot of functions like the automatic braking or the recognition of road signs) The choice of these two systems is mainly due to the fact that they perform some of the most important tasks needed for autonomous driving. The lane detection system has been implemented in Matlab(r) using the same working principle of the GOLD system developed by Massimo Bertozzi and Alberto Broggi. The object detection system, instead, is YOLOv3, which is the most powerful algorithm for object detection in real time currently available. It is based on neural networks and has been developed by Joseph Redmond et al. The validation procedure has been done through a series of tests performed using a specific dataset for each system. Each dataset has been developed taking into account the following parameters: lighting condition, presence of defects and weather conditions. The main aim of this work is to evaluate how and if these parameters influence the level of performance, in order to understand what must be improved and what, instead, has reached a sufficient level of maturity. The results of this analysis shown a certain level of robustness for both the systems, especially for YOLOv3, however also some weaknesses have been discovered. The lane detection system gave bad results in roads with unclear or colored road markings, moreover, bad weather conditions and macro defects leaded to a significant performance degradation. For what concerns YOLOv3, it shown to have a higher level of robustness in every condition, detecting most of the objects even with low resolution input images. The parameter that influenced most significantly the performances are the lighting conditions, which leaded every time to a worsening of the results.	2019		0.8119999766349792	3.0206398963928223	1	-0.6940000057220459
22	169724124	169724124	Secondary School Students Perception of Fisheries as a Profession in Borno State, Nigeria	The study assessed the perception of secondary school student across Borno State towards fisheries as a profession. A total of 300 structured questionnaires was administered among secondary school students in five (5) Agricultural Development Programme (ADP) zone which were Maiduguri, Biu, Gwoza, Bama and Monguno zones. Data collected were analysed using descriptive statistics. The result revealed that, 65% of the respondents were male while 25% were female. The source of awareness about fisheries was through their teachers which had 50.70% 16.27% through mass media, 15.06% through extension agent, 13.57% through friends, while others had 4.6% The respondents' interest/likeness about fisheries revealed that 52.14% had interest, 32.14% has no interest while 15.72% are yet to decided. A total of 76.43% had positive perception in practicing fish farming while 23.57% had no interest. Awareness about fisheries as profession revealed that 72.14% are aware while 27.86% are unaware. Conclusively, the perception of secondary school students to fisheries is encouraging, so there is prospect for fisheries as a profession in Borno state. It will be recommended that more awareness should be created to secondary school students about fisheries profession and as prospect for youth empowerment. Keywords Fisheries, Perception, School, Student, Profession.	2018		0.75	2.7899999618530273	4	0.03700000047683716
23	231682063	231682063	Generalized Micro Service Architecture for Web Based Database Management Systems	In web based database management systems, execution of multiple select queries or the queries requesting a large amount of data records from a single database management service via http requests is heavily affected by the performance of the database management service, rather than database engine. Although almost every popular Relational Database Management System (RDBMS) is designed with an architecture to provide higher efficiency, ultimately a single database management service will read the database and serve the results through http in the common scenario. So, a drastic performance reduction is visible while serving the http requests with the fetched data from the databases.This research examines the efficiency difference between micro service architecture and mono service architecture for web based database management systems by analyzing the time taken to get the response with data for READ operations with different record sizes. This research proposes a simple and generic web service architecture in managing HTTP requests which require fetching data from the underlying SQL adhering the micro service concepts.	2020	2020 20th International Conference on Advances in ICT for Emerging Regions (ICTer)	0.875	3.255000114440918	1	-0.6940000057220459
24	23629990	23629990	Is Romantic Desire Predictable? Machine Learning Applied to Initial Romantic Attraction	Matchmaking companies and theoretical perspectives on close relationships suggest that initial attraction is, to some extent, a product of two people's self reported traits and preferences. We used machine learning to test how well such measures predict people's overall tendencies to romantically desire other people (actor variance) and to be desired by other people (partner variance) as well as people's desire for specific partners above and beyond actor and partner variance (relationship variance) In two speed dating studies, romantically unattached individuals completed more than 100 self report measures about traits and preferences that past researchers have identified as being relevant to mate selection. Each participant met each opposite sex participant attending a speed dating event for a 4 min speed date. Random forests models predicted 4% to 18% of actor variance and 7% to 27% of partner variance; crucially, however, they were unable to predict relationship variance using any combination of traits and preferences reported before the dates. These results suggest that compatibility elements of human mating are challenging to predict before two people meet.	2017	Psychological science	0.6880000233650208	2.5593600273132324	3	-0.2070000022649765
25	226493753	226493753	Incorporating Human Security Considerations into Military Planning: Some Suggestions	This chapter concludes the book by relating the work analysed within the book to the concept of human security, a concept that can assist military actors in appreciating the ways in which the harms of human trafficking manifest, the causes for its proliferation in conflict settings and the ways that human trafficking interacts with and compounds other forms of insecurity. Despite these benefits, human security remains difficult to operationalise, creating a potentially significant hurdle for military actors. This chapter thus goes on to examine how a human security lens can be built into operational planning, providing practical recommendations based on the existing PMESII PT planning framework.	2020		0.875	3.255000114440918	3	-0.2070000022649765
26	56129661	56129661	Domestic and public violence in Chrysostom s community	Having both grown up in the Eastern Cape province, Jan van der Watt and I have known each other since our school days. Jan became an accomplished scholar of the New Testament, and I would like to honour him for his friendship, collegiality and scholarship with this article. Drawing on information from my field of specialisation, I might shed more light on the world in which the New Testament was embedded. It is commonly accepted that the world of the New Testament was characterised by relative peace and prosperity (Furnish 1984:365) and yet the New Testament contains several references to violence. Jesus told his disciples that should anyone slap them on the right cheek, they should let the person slap their left cheek too (Mt 5:39) Selvidge (1984:214) points out that 'there are many statements in Matthew that contain violent implications, both physical and verbal' adding that 'readers of the gospel are not normally aware of (much less outraged by) the violent traditions preserved in Matthew' In a parable Jesus refers to disobedient servants being beaten with many blows (see Lk 12:35 48) Paul describes how false teachers slap the Corinthians in the face (2 Cor 11:20) We also read in Acts 23:1 that the High Priest (of all people) ordered those who were standing close to Paul to strike him on the mouth. We can interpret some of these instances metaphorically, but the reality is that violence was quite common in the ancient world. Peter Brown (1992:50) describes late antiquity as 'a world characterized by a chilling absence of legal restraints on violence in the exercise of power' Pinker (2011:xxi) even argues that 'today we may be living in the most peaceable era in our species' existence'	2017		0.6880000233650208	2.5593600273132324	1	-0.6940000057220459
27	226994159	226994159	An attempt at improving atmospheric corrections\\in InSAR using cycle consistent adversarial networks	Interferometry from satellite radar has thrived as a major asset to study surface deformations from earthquakes, volcanoes, aquifers, glaciers, landslides, etc. Most signals recorded in an interferogram have precise enough models to remove them almost completely. Yet, current models still fail to capture the full range and scales of variations of atmospheric perturbations. This work explores the use of an image to image translation method, CycleGAN, to learn a function that wraps and improves an imperfect model for atmospheric correction. CycleGAN is a generative adversarial network, in which discriminators determine which images are real, and generators produce images to fool the discriminators. Training the discriminators and generators against each other improves the resulting translation function. We have tested this approach using Sentinel 1A data gathered around Puebla, Mexico, which was the starting point of the 2017 earthquake that devastated Mexico City. CycleGAN can generate visually compelling fringes, including small scale perturbations that are absent from the atmospheric models, while limiting noisy areas. However, it fails to capture the variations of amplitude behind the fringes, especially at large scale, and the generated interferograms remain too different from the real interferograms. Solving that amplitude issue could create practical applications for a CycleGAN type method in atmospheric correction or phase unwrapping. The large amount of InSAR data and the continuous progress of deep learning methods provide ample opportunity for improvement.	2020		0.875	3.255000114440918	4	0.03700000047683716
28	181366874	181366874	Principals' leadership styles: the role of emotional intelligence and achievement motivation	Purpose The purpose of this paper is to investigate the effect of emotional intelligence (EI) and achievement motivation (AM) on elementary school principals' leadership styles. This study investigates the contribution of EI and AM on the two major leadership categories: the task oriented and relationship oriented leadership. Design/methodology/approach This paper is a quantitative study with the implementation of correlation and hierarchical regression analysis. The surveys (i.e. EI scale, AM scale, leadership style questionnaire) were sent randomly to 280 elementary school principals in South Sulawesi, Indonesia, and 90 of them completed the survey (mostly male=77.78 percent) Findings Principals' EI significantly predicted both task oriented and relationship oriented leadership. In contrast, the principals' AM yielded non significant results in predicting both task oriented and relationship oriented leadership style. The results also suggested that the effect of EI on two major leadership styles (i.e. task and relationship orientation) outperformed the leader's AM. Research limitations/implications This study did not consider the principals' performance in the analysis. Future studies should also address this issue by considering leadership performance as well as different culture and context. On the other hand, the authors developed new measures rather than using preexisting measures. Although the measures have been constructed according to the scale construction principles and reached an acceptable standard, future research should advance the psychometric property of the scales. Originality/value This study discusses the effect of EI and AM on task and relationship orientation leadership. In addition, this study has also brought a new insight into understanding leadership styles in collective culture such as Indonesia.	2019	International Journal of Educational Management	0.8119999766349792	3.0206398963928223	3	-0.2070000022649765
29	215738166	215738166	ILFS: Intelligent Lost and Found System using Multidimensional Matching Model	Traditional lost and found system is based on content management, with low query efficiency and poor privacy. In our demonstration, we present an Intelligent Lost and Found System using Multidimensional Matching Model (ILFS) The front end of this system is WeChat applet, and the background platform takes the multidimensional matching algorithm as the core. The output of this system is matching result of Lost and Found. The innovation of ILFS is a multi dimensional matching model that protects user privacy and prevents malicious information from being publicized.	2019	2019 IEEE SmartWorld, Ubiquitous Intelligence Computing, Advanced Trusted Computing, Scalable Computing Communications, Cloud Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)	0.8119999766349792	3.0206398963928223	3	-0.2070000022649765
30	53113840	53113840	Tumor Heterogeneity and Therapeutic Resistance.	The rapidly changing landscape of oncology has brought new light, and with it, new challenges to optimizing therapeutic strategies for patients. Although the concept of patient heterogeneity is well known to any practicing clinician, a more detailed understanding of the biologic changes that underscore the clinical picture is beginning to emerge. Thus, tumor heterogeneity has come to encompass more than just the clinical picture and can represent both intratumor and intertumor differences. Within the fields of thoracic oncology and melanoma, the discovery of key molecular drivers has resulted in landmark breakthroughs in therapy. However, the complexities of tumor genetics and the interaction within the environment continue to drive the search for better therapies. Ongoing challenges include the accurate and timely assessment of genetic changes as well as the development of resistance and the resultant compensatory mechanisms. Novel technologies, including commercially available next generation sequencing, have allowed for a greater breadth and depth of information to be gained from a single pathologic specimen, and it is now being incorporated into routine clinical practice. Translational advances have subsequently provided valuable insight into mechanisms of resistance, with the development of novel treatment strategies. Future work will focus on novel diagnostic techniques and adaptive mechanisms that can ultimately drive the development of the next generation of cancer therapy.	2016	American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting	0.625	2.325000047683716	3	-0.2070000022649765
31	59554477	59554477	Combining Industry 4.0 with Lean Healthcare to Optimize Operational Performance of Sri Lankan Healthcare Industry	Healthcare is one of the industries that requires the highest quality services for the wellbeing of the society. Today, the demand for healthcare growing rapidly with increasing aging population, rapid urbanization, changing diets, inactive lifestyles and rising obesity levels. The Industry 4.0 technologies and lean techniques can be used to enhance the operational performance of the healthcare supply chain and the patient flow. This paper examines the factors contributing for the inefficiencies in Sri Lankan Healthcare sector and how the operational performance can be optimized through premedical diagnosis of diseases by incorporating Industry 4.0 technologies and lean techniques. Based on a systematic review of literature and feedback of healthcare professionals, the paper identifies the inefficiencies in the current healthcare system. A conceptual framework has been developed by considering the direct impacts from lean management practices and Industry 4.0 technologies on improving operational performance through pre medical diagnosis of diseases.Thus, patients can take preventive actions and be more health conscious while the healthcare providers and other related parties can plan their medical services and supporting services for arising health requirements making the healthcare industry much more efficient.	2018	2018 International Conference on Production and Operations Management Society (POMS)	0.75	2.7899999618530273	3	-0.2070000022649765
32	32221268	32221268	Cloud Gaming: Understanding the Support From Advanced Virtualization and Hardware	Existing cloud gaming platforms have mainly focused on private nonvirtualized environments with proprietary hardware. Modern public cloud platforms heavily rely on virtualization for efficient resource sharing, the potentials of which have yet to be explored. Migrating gaming to a public cloud is nontrivial, however, particularly considering the overhead for virtualization and that the graphics processing units (GPUs) for game rendering has long been an obstacle in virtualization. This paper takes a first step toward bridging the online gaming system and the public cloud platforms. We present the design and implementation of a fully virtualized cloud gaming platform with the latest hardware support for both remote servers and local clients. We explore many critical design issues inherent in cloud gaming, including the choice of hardware or software video encoding, and the configuration and the detailed power consumption of thin client. We demonstrate that with the latest hardware and virtualization support, gaming over virtualized cloud can be made possible with careful optimization and integration of the different modules. We also highlight critical challenges toward full fledged deployment of gaming services over the public virtualized cloud.	2015	IEEE Transactions on Circuits and Systems for Video Technology	0.5619999766349792	2.090640068054199	3	-0.2070000022649765
