	doc_id	doi	corpus_id	title	abstract	label	venue
10	18625532	10.1371/JOURNAL.PBIO.2001630	18625532	Walking and talking the tree of life: Why and how to teach about biodiversity	Taxonomic details of diversity are an essential scaffolding for biology education, yet outdated methods for teaching the tree of life (TOL), as implied by textbook content and usage, are still commonly employed. Here, we show that the traditional approach only vaguely represents evolutionary relationships, fails to denote major events in the history of life, and relies heavily on memorizing near-meaningless taxonomic ranks. Conversely, a clade-based strategy—focused on common ancestry, monophyletic groups, and derived functional traits—is explicitly based on Darwin’s “descent with modification,” provides students with a rational system for organizing the details of biodiversity, and readily lends itself to active learning techniques. We advocate for a phylogenetic classification that mirrors the TOL, a pedagogical format of increasingly complex but always hierarchical presentations, and the adoption of active learning technologies and tactics.	0	PLoS biology
11	18627131	10.1371/JOURNAL.PBIO.1002478	18627131	Indirect Fitness Benefits Enable the Spread of Host Genes Promoting Costly Transfer of Beneficial Plasmids	Bacterial genes that confer crucial phenotypes, such as antibiotic resistance, can spread horizontally by residing on mobile genetic elements (MGEs). Although many mobile genes provide strong benefits to their hosts, the fitness consequences of the process of transfer itself are less clear. In previous studies, transfer has been interpreted as a parasitic trait of the MGEs because of its costs to the host but also as a trait benefiting host populations through the sharing of a common gene pool. Here, we show that costly donation is an altruistic act when it spreads beneficial MGEs favoured when it increases the inclusive fitness of donor ability alleles. We show mathematically that donor ability can be selected when relatedness at the locus modulating transfer is sufficiently high between donor and recipients, ensuring high frequency of transfer between cells sharing donor alleles. We further experimentally demonstrate that either population structure or discrimination in transfer can increase relatedness to a level selecting for chromosomal transfer alleles. Both mechanisms are likely to occur in natural environments. The simple process of strong dilution can create sufficient population structure to select for donor ability. Another mechanism observed in natural isolates, discrimination in transfer, can emerge through coselection of transfer and discrimination alleles. Our work shows that horizontal gene transfer in bacteria can be promoted by bacterial hosts themselves and not only by MGEs. In the longer term, the success of cells bearing beneficial MGEs combined with biased transfer leads to an association between high donor ability, discrimination, and mobile beneficial genes. However, in conditions that do not select for altruism, host bacteria promoting transfer are outcompeted by hosts with lower transfer rate, an aspect that could be relevant in the fight against the spread of antibiotic resistance.	0	PLoS biology
12	32528253	10.1016/J.JSB.2012.10.014	32528253	Automated correlation of single particle tilt pairs for Random Conical Tilt and Orthogonal Tilt Reconstructions.	One of the major methodological challenges in single particle electron microscopy is obtaining initial reconstructions which represent the structural heterogeneity of the dataset. Random Conical Tilt and Orthogonal Tilt Reconstruction techniques in combination with 3D alignment and classification can be used to obtain initial low-resolution reconstructions which represent the full range of structural heterogeneity of the dataset. In order to achieve statistical significance, however, a large number of 3D reconstructions, and, in turn, a large number of tilted image pairs are required. The extraction of single particle tilted image pairs from micrographs can be tedious and time-consuming, as it requires intensive user input even for semi-automated approaches. To overcome the bottleneck of manual selection of a large number of tilt pairs, we developed an algorithm for the correlation of single particle images from tilted image pairs in a fully automated and user-independent manner. The algorithm reliably correlates correct pairs even from noisy micrographs. We further demonstrate the applicability of the algorithm by using it to obtain initial references both from negative stain and unstained cryo datasets.	0	Journal of structural biology
13	231857781	10.1098/RSPB.2020.2676	231857781	Dragondrop: a novel passive mechanism for aerial righting in the dragonfly	Dragonflies perform dramatic aerial manoeuvres when chasing targets but glide for periods during cruising flights. This makes dragonflies a great system to explore the role of passive stabilizing mechanisms that do not compromise manoeuvrability. We challenged dragonflies by dropping them from selected inverted attitudes and collected 6-degrees-of-freedom aerial recovery kinematics via custom motion capture techniques. From these kinematic data, we performed rigid-body inverse dynamics to reconstruct the forces and torques involved in righting behaviour. We found that inverted dragonflies typically recover themselves with the shortest rotation from the initial body inclination. Additionally, they exhibited a strong tendency to pitch-up with their head leading out of the manoeuvre, despite the lower moment of inertia in the roll axis. Surprisingly, anaesthetized dragonflies could also complete aerial righting reliably. Such passive righting disappeared in recently dead dragonflies but could be partially recovered by waxing their wings to the anaesthetised posture. Our kinematics data, inverse dynamics model and wind-tunnel experiments suggest that the dragonfly's long abdomen and wing posture generate a rotational tendency and passive attitude recovery mechanism during falling. This work demonstrates an aerodynamically stable body configuration in a flying insect and raises new questions in sensorimotor control for small flying systems.	1	Proceedings of The Royal Society B: Biological Sciences
14	10747992	10.1016/J.JSB.2014.07.002	10747992	Iron-rich ferritin in the hypoxia-tolerant rodent Spalax ehrenbergi: a naturally-occurring biomarker confirms the internalization and pathways of intracellular macromolecules.	"The discovery of pits/caveolae in the plasmalemma advanced the study of macromolecule internalization. ""Transcytosis"" describes the transport of macromolecular cargo from one front of a polarized cell to the other within membrane-bounded carrier(s), via endocytosis, intracellular trafficking and exocytosis. Clathrin-mediated transcytosis is used extensively by epithelial cells, while caveolae-mediated transcytosis mostly occurs in endothelial cells. The internalization pathways were monitored by various markers, including radioisotopes, nanoparticles, enzymes, immunostains, and fluorophores. We describe an internalization pathway identified using a naturally-occurring biomarker, in vivo assembled ferritin, containing electron-dense iron cores. Iron, an essential trace metal for most living species and iron homeostasis, is crucial for cellular life. Ferritin is a ubiquitous and highly conserved archeoprotein whose main function is to store a reserve iron supply inside the cytoplasm in a non-toxic form. Ferritin is present in all organisms which have a metabolic requirement for iron and in even in organisms whose taxonomic rank is very low. The newborns of the blind mole, Spalax ehrenbergi, are born and live in a hypoxic environment and have significant iron overload in their liver and heart, but their iron metabolism has not been previously studied. These newborns, which are evolutionarily adapted to fluctuations in the environmental oxygen, have a unique ability to sequester transplacental iron and store it in ferritin without any signs of iron toxicity. Using the ferrihydrite cores of ferritin, we were able to monitor the ferritin internalization from portals of its entry into the cytosol of hepatocytes and cardiomyocytes and into the lysosomes."	0	Journal of structural biology
15	211049239	10.1371/JOURNAL.PBIO.3000597	211049239	Selective sweeps on novel and introgressed variation shape mimicry loci in a butterfly adaptive radiation	Natural selection leaves distinct signatures in the genome that can reveal the targets and history of adaptive evolution. By analysing high-coverage genome sequence data from 4 major colour pattern loci sampled from nearly 600 individuals in 53 populations, we show pervasive selection on wing patterns in the Heliconius adaptive radiation. The strongest signatures correspond to loci with the greatest phenotypic effects, consistent with visual selection by predators, and are found in colour patterns with geographically restricted distributions. These recent sweeps are similar between co-mimics and indicate colour pattern turn-over events despite strong stabilising selection. Using simulations, we compare sweep signatures expected under classic hard sweeps with those resulting from adaptive introgression, an important aspect of mimicry evolution in Heliconius butterflies. Simulated recipient populations show a distinct ‘volcano’ pattern with peaks of increased genetic diversity around the selected target, characteristic of sweeps of introgressed variation and consistent with diversity patterns found in some populations. Our genomic data reveal a surprisingly dynamic history of colour pattern selection and co-evolution in this adaptive radiation.	0	PLoS biology
16	155104632	10.1016/J.CELL.2019.04.013	155104632	Molecular Basis for poly(A) RNP Architecture and Recognition by the Pan2-Pan3 Deadenylase	Summary The stability of eukaryotic mRNAs is dependent on a ribonucleoprotein (RNP) complex of poly(A)-binding proteins (PABPC1/Pab1) organized on the poly(A) tail. This poly(A) RNP not only protects mRNAs from premature degradation but also stimulates the Pan2-Pan3 deadenylase complex to catalyze the first step of poly(A) tail shortening. We reconstituted this process in vitro using recombinant proteins and show that Pan2-Pan3 associates with and degrades poly(A) RNPs containing two or more Pab1 molecules. The cryo-EM structure of Pan2-Pan3 in complex with a poly(A) RNP composed of 90 adenosines and three Pab1 protomers shows how the oligomerization interfaces of Pab1 are recognized by conserved features of the deadenylase and thread the poly(A) RNA substrate into the nuclease active site. The structure reveals the basis for the periodic repeating architecture at the 3′ end of cytoplasmic mRNAs. This illustrates mechanistically how RNA-bound Pab1 oligomers act as rulers for poly(A) tail length over the mRNAs’ lifetime.	0	Cell
17	13826968	10.1016/J.JSB.2011.07.006	13826968	Fine structure of wing scales of butterflies, Euploea mulciber and Troides aeacus.	Wing scales of male Euploea mulciber (E. mulciber) and Troides aeacus (T. aeacus) butterflies were investigated from interest in photonic crystal by scanning electron microscopy and optical reflectance measurement. On the basis of the structural observation, the colouration in different areas in their wings was discussed. It was particularly deduced that a violet-green iridescence characteristic of E. mulciber's forewing is caused only in a wavelength range from ∼380 to ∼510nm by multiple interference from a highly tilted, triple-layered cuticle arrangement on the brown scales. It was also found that T. aeacus does not produce a blue-green sheen such as observed by Troides magellanus because its scales have no multiple cuticle layers but microrib layers unable to produce any backscattering diffraction.	0	Journal of structural biology
18	67858642	10.1371/JOURNAL.PBIO.2006250	67858642	A Notch-mediated, temporal asymmetry in BMP pathway activation promotes photoreceptor subtype diversification	Neural progenitors produce neurons whose identities can vary as a function of the time that specification occurs. Here, we describe the heterochronic specification of two photoreceptor (PhR) subtypes in the zebrafish pineal gland. We find that accelerating PhR specification by impairing Notch signaling favors the early fate at the expense of the later fate. Using in vivo lineage tracing, we show that most pineal PhRs are born from a fate-restricted progenitor. Furthermore, sister cells derived from the division of PhR-restricted progenitors activate the bone morphogenetic protein (BMP) signaling pathway at different times after division, and this heterochrony requires Notch activity. Finally, we demonstrate that PhR identity is established as a function of when the BMP pathway is activated. We propose a novel model in which division of a progenitor with restricted potential generates sister cells with distinct identities via a temporal asymmetry in the activation of a signaling pathway.	0	PLoS biology
19	229316319	10.1371/JOURNAL.PBIO.3000987	229316319	Daptomycin treatment impacts resistance in off-target populations of vancomycin-resistant Enterococcus faecium.	The antimicrobial resistance crisis has persisted despite broad attempts at intervention. It has been proposed that an important driver of resistance is selection imposed on bacterial populations that are not the intended target of antimicrobial therapy. But to date, there has been limited quantitative measure of the mean and variance of resistance following antibiotic exposure. Here we focus on the important nosocomial pathogen Enterococcus faecium in a hospital system where resistance to daptomycin is evolving despite standard interventions. We hypothesized that the intravenous use of daptomycin generates off-target selection for resistance in transmissible gastrointestinal (carriage) populations of E. faecium. We performed a cohort study in which the daptomycin resistance of E. faecium isolated from rectal swabs from daptomycin-exposed patients was compared to a control group of patients exposed to linezolid, a drug with similar indications. In the daptomycin-exposed group, daptomycin resistance of E. faecium from the off-target population was on average 50% higher than resistance in the control group (n = 428 clones from 22 patients). There was also greater phenotypic diversity in daptomycin resistance within daptomycin-exposed patients. In patients where multiple samples over time were available, a wide variability in temporal dynamics were observed, from long-term maintenance of resistance to rapid return to sensitivity after daptomycin treatment stopped. Sequencing of isolates from a subset of patients supports the argument that selection occurs within patients. Our results demonstrate that off-target gastrointestinal populations rapidly respond to intravenous antibiotic exposure. Focusing on the off-target evolutionary dynamics may offer novel avenues to slow the spread of antibiotic resistance.	0	PLoS biology
20	208332026	10.1016/J.CELL.2019.11.003	208332026	High-Throughput Mapping of B Cell Receptor Sequences to Antigen Specificity	B cell receptor (BCR) sequencing is a powerful tool for interrogating immune responses to infection and vaccination, but it provides limited information about the antigen specificity of the sequenced BCRs. Here, we present LIBRA-seq (linking B cell receptor to antigen specificity through sequencing), a technology for high-throughput mapping of paired heavy- and light-chain BCR sequences to their cognate antigen specificities. B cells are mixed with a panel of DNA-barcoded antigens so that both the antigen barcode(s) and BCR sequence are recovered via single-cell next-generation sequencing. Using LIBRA-seq, we mapped the antigen specificity of thousands of B cells from two HIV-infected subjects. The predicted specificities were confirmed for a number of HIV- and influenza-specific antibodies, including known and novel broadly neutralizing antibodies. LIBRA-seq will be an integral tool for antibody discovery and vaccine development efforts against a wide range of antigen targets.	0	Cell
21	96221597	10.1002/ADFM.201001546	96221597	Self‐Sharpening Mechanism of the Sea Urchin Tooth	The sea urchin tooth is a mosaic of calcite crystals shaped precisely into plates and fibers, cemented together by a robust calcitic polycrystalline matrix. The tooth is formed continuously at one end, while it grinds and wears at the opposite end, the sharp tip. Remarkably, these teeth enable the sea urchin to scrape and bore holes into rock, yet the teeth remain sharp rather than dull with use. Here we describe the detailed structure of the tooth of the California purple sea urchin Strongylocentrotus purpuratus, and focus on the self-sharpening mechanism. Using high-resolution X-ray photoelectron emission spectromicroscopy (X-PEEM), scanning electron microscopy (SEM), EDX analysis, nanoindentation, and X-ray micro-tomography, we deduce that the sea urchin tooth self-sharpens by fracturing at discontinuities in the material. These are organic layers surrounding plates and fibers that behave as the “fault lines” in the tooth structure, as shown by nanoindentation. Shedding of tooth components at these discontinuities exposes the robust central part of the tooth, aptly termed “the stone”, which becomes the grinding tip. The precise design and position of the plates and fibers determines the profile of the tooth tip, so as the tooth wears it maintains a tip that is continually renewed and remains sharp. This strategy may be used for the top-down or bottom-up fabrication of lamellar materials, to be used for mechanical functions at the nano- and micrometer scale.	1	Advanced Functional Materials
22	49680474	10.1016/J.JBIOMECH.2018.06.018	49680474	Site specificity of mechanical and structural properties of human fascia lata and their gender differences: A cadaveric study.	The whole thigh muscles are covered with the fascia lata, which could have morphological and mechanical features that match the underlying muscles' functions. In this study, we investigated the morphological and elastic properties of the human fascia lata taken from four (anterior, medial, lateral, and posterior) sites on the thigh of 17 legs of 12 cadavers (6 males and 6 females, 75-92 years). The thickness of the fascia lata was determined with a caliper. The interwoven collagen fiber's directions were measured and classified into longitudinal, transverse, and diagonal in two opposing directions, relative to the thigh. Tensile strength test along the longitudinal and transverse directions was performed, and the stiffness, Young's modulus, and hysteresis were determined. Fascia lata at the lateral site (0.8 ± 0.2 mm) was significantly thicker compared to other sites (0.2-0.3 mm). Fiber's directions showed substantial variability among sites, and longitudinally directed fibers were higher in proportion (28-32%) than those in other directions (20-27%) at all sites except for the posterior site. The stiffness and Young's modulus in the longitudinal direction (20-283 N/mm; 71.6-275.9 MPa, highest at the lateral site) were significantly higher than in the transverse direction (3-16 N/mm; 3.2-41.9 MPa, lowest at the lateral site). At the medial site, the proportion of the transversely directed fibers was higher in females than males, with higher stiffness and Young's modulus thereof. The present study shows that the fascia lata possesses site- and gender-dependence of the morphological characteristics and elastic properties.	0	Journal of biomechanics
23	199519271	10.1016/J.CELL.2019.07.025	199519271	Slow Down to Catch Up	In this issue of Cell, Cassidy et al. (2019) show that, in Drosophila melanogaster, developmental abnormalities resulting from loss of repressors such as microRNAs can be suppressed by slow metabolism. They additionally provide insight into the underlying mechanism that connects metabolic state with developmental outcomes.	0	Cell
24	227259658	10.1016/J.JBIOMECH.2020.110137	227259658	Reliability and quality of statistical shape and deformation models constructed from optical foot scans.	The unique shape of modern human feet, and how they change shape when loaded are thought to be integral to effective upright gait. This unique shape, and the natural variations therein, have previously been analysed using a range of methods; from visual assessments, anthropometric measurements, and footprints, to x-ray, ultrasound and magnetic resonance images. However, these methods are often limited by their use of linear two-dimensional measures. Only recently have advances in three-dimensional (3D) scanning technology and statistical shape analysis been applied to studying 3D foot shape variations. Given their novelty, information regarding the reliability and repeatability of 3D foot scanning and shape modelling is lacking. To investigate whether repeated foot scans captured by two examiners give the same 3D shape and produce consistent statistical shape models, 17 healthy adults' left feet were scanned while bearing half and full bodyweight, as well as minimal weight. Surface to surface distances between corresponding foot meshes and differences between shape model quality criteria were both found to be small and insignificant. The only exception being the specificity criterion for minimally loaded foot scans. Furthermore, Euclidean vectors were used to model the magnitude and direction of deformation that feet undergo as a consequence of increased loading. The deformation models showed that loading a minimally loaded foot results in greater, but less consistent, shape changes than when increasing the load on an already loaded foot. These results show that the utilized methods offer a valuable, reliable and repeatable approach to analysing foot shape and deformation.	0	Journal of biomechanics
25	285828	10.1016/J.JSB.2016.01.011	285828	A detailed look at the cytoskeletal architecture of the Giardia lamblia ventral disc.	Giardia lamblia is a protistan parasite that infects and colonizes the small intestine of mammals. It is widespread and particularly endemic in the developing world. Here we present a detailed structural study by 3-D negative staining and cryo-electron tomography of a unique Giardia organelle, the ventral disc. The disc is composed of a regular array of microtubules and associated sheets, called microribbons that form a large spiral, held together by a myriad of mostly unknown associated proteins. In a previous study we analyzed by cryo-electron tomography the central microtubule portion (here called disc body) of the ventral disc and found a large portion of microtubule associated inner (MIPs) and outer proteins (MAPs) that render these microtubules hyper-stable. With this follow-up study we expanded our 3-D analysis to different parts of the disc such as the ventral and dorsal areas of the overlap zone, as well as the outer disc margin. There are intrinsic location-specific characteristics in the composition of microtubule-associated proteins between these regions, as well as large differences between the overall architecture of microtubules and microribbons. The lateral packing of microtubule-microribbon complexes varies substantially, and closer packing often comes with contracted lateral tethers that seem to hold the disc together. It appears that the marginal microtubule-microribbon complexes function as outer, laterally contractible lids that may help the cell to clamp onto the intestinal microvilli. Furthermore, we analyzed length, quantity, curvature and distribution between different zones of the disc, which we found to differ from previous publications.	0	Journal of structural biology
