	doc_id	corpus_id	title	abstract	authors	cited_by	references	year
10	4f485509e7b7db2c1a0a356ff1e929f474650606	8989261	Cellular commitment in the developing cerebellum	The mammalian cerebellum is located in the posterior cranial fossa and is critical for motor coordination and non-motor functions including cognitive and emotional processes. The anatomical structure of cerebellum is distinct with a three-layered cortex. During development, neurogenesis and fate decisions of cerebellar primordium cells are orchestrated through tightly controlled molecular events involving multiple genetic pathways. In this review, we will highlight the anatomical structure of human and mouse cerebellum, the cellular composition of developing cerebellum, and the underlying gene expression programs involved in cell fate commitments in the cerebellum. A critical evaluation of the cell death literature suggests that apoptosis occurs in ~5% of cerebellar cells, most shortly after mitosis. Apoptosis and cellular autophagy likely play significant roles in cerebellar development, we provide a comprehensive discussion of their role in cerebellar development and organization. We also address the possible function of unfolded protein response in regulation of cerebellar neurogenesis. We discuss recent advancements in understanding the epigenetic signature of cerebellar compartments and possible connections between DNA methylation, microRNAs and cerebellar neurodegeneration. Finally, we discuss genetic diseases associated with cerebellar dysfunction and their role in the aging cerebellum.	['46525566', '7488126', '2183368', '48468625', '40459121', '4270097']	[]	['8a11cf2c28ccf19fd42d5a76ebd2a555f8c7475d', 'dde604efd3255928c3b4791f22eea060f692c8db', '0be5bb1aa3650a27c3fdbe31d111f161945982fc', 'c6e9e8cc8e978a07e44ecfc21d70096606ad4d36', 'f8d9724b80af39bac08b52de5e2a4e4d76d1037b', 'ded02aa3b9c8c9c0ed001a40d29c32e830ce500f', '0f0ec18521959d5154431531a459255b4dd25eee', 'c11cafd6e8c2f5728b8c02503f41676117fb0381', 'c5ffa88dbb91e5bdf9370378a89e5e827ae0e168', 'ea89e0c274f8700247ebd33dc60df25da27627cc']	2014.0
11	baae265c3d1fc885b232089668c7c8feacb2446a	4857245	Design of PCB leaky-wave antennas for Wide angle beam steering	A PCB based leaky-wave antenna (LWA) design for wide angle beam steering is presented. This design employs longitudinal slots inserted into a substrate-integrated waveguide for operation in the mm-wave V-band. It is optimized for a reduced open-stopband and linear through broadside beam steering. The base design is outlined and adapted for three high frequency laminates with different dielectric constants. It is further described how the dielectric constant directly affects the beam steering properties of the LWA and how to scale the achieved beam angle for the given design by only changing the PCB material. The three LWA designs achieve beam steering from about 45° at Sr =2.2, over 60° at Sr =6.15 to 75° at Sr =10.2. The simulated radiation patterns show a flat gain of up to 18.0 dBi, 17.85 dBi and 15.27 dBi respectively. Furthermore, the effect of the modified PCB permittivity on the radiation efficiency as well as multiuser support with a beam per user is investigated.	['40911564', '2764516', '2147567', '24294580']	[]	['8e5f86d2dfd907c94877823f6055e4035f710a1f', '819d6f9eabbc9a595ddce2b8291ed35042f36e99', '75b69ff57678e8157d9fea1181d392f4f0003633', '6ac1852ab5fc4c94fe22bcfbbb3fe9bba71dc3d1', 'bd5d0b7b1914fb567ee4b750372425304b409d49', '584066f943acd881018387bf9ba751a76bdbcc73', '343cc181987202cf4b98e61738d0b310927c1fcf', '7928e4eeb14d271fb66a07a1f9ec47893f556bc6', '984c1e88df6008f5e28294caef665585ff9e8e43', '723c036afb6b3b7d50f333af74d7f53e1bfedcbf']	2018.0
12	99f8b241540142a6f79b075c74043e76a8b22da5	28146571	Mental illness in film.	JVLental illness has been portrayed on film in a number of ways, many of which have been negative and incorrect. With such a powerful medium, these false depictions have infiltrated the populace and have added stigma to an already misunderstood disease. The danger is greater than one might thinl<. For people with no connection to mental illness, neither their own nor that of loved ones, cinema may be the only exposure they have. As a person living with schizophrenia, these inaccuracies can actually be painful to watch, causing both anger and sadness. The film industry has on the whole done a great disservice to society's comprehension of mental illness, and it is only recently that it has started to depict a more accurate and sympathetic portrayal.	['3325567']	[]	[]	2008.0
13	a10ff479ad385754e26a44de6fc157525f4d0c6f	5925866	A methodology for learning, analyzing, and mitigating social influence bias in recommender systems	"The seminal 2003 paper by Cosley, Lab, Albert, Konstan, and Reidl, demonstrated the susceptibility of recommender systems to rating biases. To facilitate browsing and selection, almost all recommender systems display average ratings before accepting ratings from users which has been shown to bias ratings. This effect is called Social Inuence Bias (SIB); the tendency to conform to the perceived \norm"" in a community. We propose a methodology to 1) learn, 2) analyze, and 3) mitigate the effect of SIB in recommender systems. In the Learning phase, we build a baseline dataset by allowing users to rate twice: before and after seeing the average rating. In the Analysis phase, we apply a new non-parametric significance test based on the Wilcoxon statistic to test whether the data is consistent with SIB. If significant, we propose a Mitigation phase using polynomial regression and the Bayesian Information Criterion (BIC) to predict unbiased ratings. We evaluate our approach on a dataset of 9390 ratings from the California Report Card (CRC), a rating-based system designed to encourage political engagement. We found statistically significant evidence of SIB. Mitigating models were able to predict changed ratings with a normalized RMSE of 12.8% and reduce bias by 76.3%. The CRC, our data, and experimental code are available at: http://californiareportcard.org/data/"	['40428703', '12697392', '1712149', '1691509']	[]	['377432709d15b1a4597ebbe488a55fb0fdb7a42f', '13ad5d0d965e133a15a7b0dfc7eb3b51a1599253', '9a298cec1f35fdb4a94432c58c9d7198de519e0f', '4e01ee2d48f4636e5b59d109ee2a08792d0c3921', '87dcaddcbc8966c2da7b9ad7d507c2101cc140e9', 'ffaca6b5174f02c6d43ab0df2991c2a62281b271', 'bb61638aa5c3892d818246b9ff7d1add9d54024c', 'ee71ee844053f5a1d0131f477bf73859b232f8b7', 'aeb2510644cee4f5a1c96f1aa184517027f2fe38', 'e056d52f9a4e7fe5f2a7583667eefb96ad28e3b4']	2014.0
14	11d63fbc9d121c60788176ab6850f1d7a862e3a0	5954159	A Non-Parametric Bayesian Method for Inferring Hidden Causes	We present a non-parametric Bayesian approach to structure learning with hidden causes. Previous Bayesian treatments of this problem define a prior over the number of hidden causes and use algorithms such as reversible jump Markov chain Monte Carlo to move between solutions. In contrast, we assume that the number of hidden causes is unbounded, but only a finite number influence observable variables. This makes it possible to use a Gibbs sampler to approximate the distribution over causal structures. We evaluate the performance of both approaches in discovering hidden causes in simulated data, and use our non-parametric approach to discover hidden causes in a real medical dataset.	['2347189', '1799860', '1983575']	[]	['c440ea3bbb7fc8dcaa069ea550011ea65ac33fd4', '574546b3c4754646bee2930ef05cb02c547fb514', '0d35e4a9baa60b966c424bd01db99e4c4fea98be', 'a06b0667e6b5fb30da8d3fb57f1c3d925023bfaf', '2819d31acc0ddb9a37ff202390a1246a2233dbcb', 'c6ef3955c8c4bf826b2c33e5c1bccc84720c8f3b', 'f15469794dd115334377d0ad12546d84a0698cce', '1e8207398ad67e095dfd0ad2182584997132687f', 'c7a0af343470d8f0391343f25750802e9f5cc228', '88e30e682917fcae0fe131b0165786b432103a5b']	2006.0
15	01365038c6232bad1d59c99afaf326a15a2ede7d	1617180	Cable configuration analysis to increase the rotational range of suspended 6-DOF cable driven parallel robots	A cable-driven parallel robot (CDPR) is a special type of parallel robot. In the past two decades, CDPRs have been attracted a lot of attention since they have various advantages such as large workspace, low energy consumption, heavy payload capability and easy re-configurability. Especially, the greatest strength is that workspace can be expandable easily. CDPRs have enough large workspace inside an installed frame when the end-effector (EE) moves only translationally. However when the rotational motion of end-effector is used, the workspace is reduced substantially. To increase the workspace in the case that EE needs to rotate, there are two methods. One is to introduce a new mechanism of EE to change configuration parameters. Another is to change the cable configuration. In this paper, a cable configuration to increase the rotational workspace is proposed and analyzed. Using Wire Center software, workspaces were analyzed according to methods of cable connection. It is shown that the rotational workspace of the suspended 6-DOF CDPR is improved. This result is expected to influence the application expansion of CDPRs.	['9460028', '2792116', '2378868', '8289649']	[]	['6ecf37cb18c97ea073383364db744276a18d7c16', 'fa999cd1e0d38ee7c1a13589e9a251c0336fadb8', '6510b322fabe86d132065567671fbae4578ff690', 'e0c1638c24a67b9db04d90d5983d09c78edb6a13', '5e5dc96e050cea051068dc9fec8a9e9a16b54046', '5b1b04d1587ba870c5a0f0bb9a7e5de31b2b745d']	2016.0
16	b6dd0283b645fc3d4c92cfbb14336eb4cc1fdcd6	4369049	Dynamic Zoom-in Network for Fast Object Detection in Large Images	We introduce a generic framework that reduces the computational cost of object detection while retaining accuracy for scenarios where objects with varied sizes appear in high resolution images. Detection progresses in a coarse-to-fine manner, first on a down-sampled version of the image and then on a sequence of higher resolution regions identified as likely to improve the detection accuracy. Built upon reinforcement learning, our approach consists of a model (R-net) that uses coarse detection results to predict the potential accuracy gain for analyzing a region at a higher resolution and another model (Q-net) that sequentially selects regions to zoom in. Experiments on the Caltech Pedestrians dataset show that our approach reduces the number of processed pixels by over 50% without a drop in detection accuracy. The merits of our approach become more significant on a high resolution test set collected from YFCC100M dataset, where our approach maintains high detection performance while reducing the number of processed pixels by about 70% and the detection time by over 50%.	['1759094', '2180291', '6166073', '2852035', '1693428']	[]	[]	2018.0
17	8f24560a66651fdb94eef61339527004fda8283b	49396189	Human-Interactive Subgoal Supervision for Efficient Inverse Reinforcement Learning	Humans are able to understand and perform complex tasks by strategically structuring the tasks into incremental steps or subgoals. For a robot attempting to learn to perform a sequential task with critical subgoal states, such states can provide a natural opportunity for interaction with a human expert. This paper analyzes the benefit of incorporating a notion of subgoals into Inverse Reinforcement Learning (IRL) with a Human-In-The-Loop (HITL) framework. The learning process is interactive, with a human expert first providing input in the form of full demonstrations along with some subgoal states. These subgoal states define a set of subtasks for the learning agent to complete in order to achieve the final goal. The learning agent queries for partial demonstrations corresponding to each subtask as needed when the agent struggles with the subtask. The proposed Human Interactive IRL (HI-IRL) framework is evaluated on several discrete path-planning tasks. We demonstrate that subgoal-based interactive structuring of the learning task results in significantly more efficient learning, requiring only a fraction of the demonstration data needed for learning the underlying reward function with the baseline IRL model.	['4753513', '1802326', '1974383', '48615144', '1774780', '37991449']	[]	['7251354318a25b0f304bfe756c8749d492106139', '93b125a5fa801295e791bb3f90b79243843e5219', '1e045f3447f69d9a7cac18ef23062ea8dd661285', '17eddf33b513ae1134abadab728bdbf6abab2a05', '6f20506ce955b7f82f587a14301213c08e79463b', '220bdd265e6721e1d7ec1c4252aa41825147e61b', 'ced040290fa21c51c43a5be0eb2bbd5f2e59d54b', '115e07fd6a7910895e7a3d81ed3121d89262b40b', '44d246df18a012d7dca2c8f89a33ca02d97748b9', '7758a1c9a21e0b8635a5550cfdbebc40b22a41a6']	2018.0
18	85389a5719d3158a376e19e9d4149ee4ed926c6b	2063668	Rate Coding Versus Temporal Order Coding: What the Retinal Ganglion Cells Tell the Visual Cortex	It is often supposed that the messages sent to the visual cortex by the retinal ganglion cells are encoded by the mean firing rates observed on spike trains generated with a Poisson process. Using an information transmission approach, we evaluate the performances of two such codes, one based on the spike count and the other on the mean interspike interval, and compare the results with a rank order code, where the first ganglion cells to emit a spike are given a maximal weight. Our results show that the rate codes are far from optimal for fast information transmission and that the temporal structure of the spike train can be efficiently used to maximize the information transfer rate under conditions where each cell needs to fire only one spike.	['7674447', '34180590']	[]	['2949109b72d4542fd1315c132f164b966ddf3c14', 'dfc40c1c2087b88d3581cec91f04905240f25846', '4dd95df4e757f6ead67252193df97324521e342a', '45caa8745e414bcd5d026aa1284ac33828915acd', '2ec4ba52bfe6beeaf658adbcfbe150c703db8cfd', '0f79ce716c389e56568c277c68a7f5eadda09bc1', '4ef53361b9abc3d69adc28b4b9ab2bf9aa158238', '9488baf8e317b11bd8138e049fa74ff9e1be7c96', '8709f426238a8fc84761273b6e408fe689540fd0', '398ca832157bc9242a1ca711a98f23c9f57962dc']	2001.0
19	8c11def05d9701db9a78589e2289e12f8262b928	3443742	Model predictive control: Theory and practice - A survey	Al~tmd--We refer to Model Predictive Control (MPC) as that family of controllers in which there is a direct use of an explicit and separately identifiable model. Control design methods based on the MPC concept have found wide acceptance in industrial applications and have been studied by academia. The reason for such popularity is the ability of MPC designs to yield high performance control systems capable of operating without expert intervention for long periods of time. In this paper the issues of importance that any control system should address are stated. MPC techniques are then reviewed in the light of these issues in order to point out their advantages in design and implementation. A number of design techniques emanating from MPC, namely Dynamic Matrix Control, Model Algorithmic Control, Inferential Control and Internal Model Control, are put in perspective with respect to each other and the relation to more traditional methods like Linear Quadratic Control is examined. The flexible constraint handling capabilities of MPC are shown to be a significant advantage in the context of the overall operating objectives of the process industries and the 1-, 2-, and oo-norm formulations of the performance objective are discussed. The application of MPC to non-linear systems is examined and it is shown that its main attractions carry over. Finally, it is explained that though MPC is not inherently more or less robust than classical feedback, it can be adjusted more easily for robustness.	['35822029', '2399538', '1694306']	[]	['051fb0d3d0a14ca6b07cf038f5e3a33b7889b10d', 'e1bad0cb5cdde32933019a89b1d0a3843976805a', '6aac52fef26c1e4fc440ad18d61875394c01932f', 'd2db10af749039e446e83e571abd69de10461c1b', '2983bf38b8e328e98e863fbdb4b2b0572bdb5f25', 'ea0465b15ae44a691af0998fbbdaa89b7bf45235', 'a2ce2b6a0e0d28ea235d86ad10baba3aafdba9f3', 'ba1e6fb740640276c8f19d0464bbd756a972423a', '8b512d3bc370541c147918dd810ad37121dc45e6', 'ba1f56f573aa5474559de624dd2fd6dffe0628da']	1989.0
20	229a5963aa3649b5a9ad714c5764b07ddd8918d5	1162004	Development and validation of a genetic algorithm for flexible docking.	"Prediction of small molecule binding modes to macromolecules of known three-dimensional structure is a problem of paramount importance in rational drug design (the ""docking"" problem). We report the development and validation of the program GOLD (Genetic Optimisation for Ligand Docking). GOLD is an automated ligand docking program that uses a genetic algorithm to explore the full range of ligand conformational flexibility with partial flexibility of the protein, and satisfies the fundamental requirement that the ligand must displace loosely bound water on binding. Numerous enhancements and modifications have been applied to the original technique resulting in a substantial increase in the reliability and the applicability of the algorithm. The advanced algorithm has been tested on a dataset of 100 complexes extracted from the Brookhaven Protein DataBank. When used to dock the ligand back into the binding site, GOLD achieved a 71% success rate in identifying the experimental binding mode."	['39040387', '1678922', '1782438', '34629527', '48562952']	[]	['8069716517f0625a0cfb8f07410d6b13c6af00e6', 'ee5b808c5bec2dc705fb1b6d29723e74b679961e', '82664513e5b845ac835fde4fdb24998d09a2f375', 'bb3f38a5e98fab223d57d4b1028fd3b44a80d613', 'ceec4f7fce685937d0be324da9192de5803d0b40', '134e54077c03abf4c38af9286767240976894d9d', 'd56e502b67caf083879a8295dc0d4101eb5b4fae', '03737ccf2ae0a68d318ba68d4b1e7fb21252a336', 'c3919aede32149608f2579336c15d1ca4c04c6c0', '97f7076a850ad465a44e1012625c39ce1e3f4754']	1997.0
21	a4d61f5c62a04c9ea367000f4a72756a6daa0c7f	7450844	An empirical framework for defect prediction using machine learning techniques with Android software	Context: Software defect prediction is important for identification of defect-prone parts of a software. Defect prediction models can be developed using software metrics in combination with defect data for predicting defective classes. Various studies have been conducted to find the relationship between software metrics and defect proneness, but there are few studies that statistically determine the effectiveness of the results. Objective: The main objectives of the study are (i) comparison of the machine-learning techniques using data sets obtained from popular open source software (ii) use of appropriate performance measures for measuring the performance of defect prediction models (iii) use of statistical tests for effective comparison of machine-learning techniques and (iv) validation of models over different releases of data sets. Method: In this study we use object-oriented metrics for predicting defective classes using 18 machinelearning techniques. The proposed framework has been applied to seven application packages of well known, widely used Android operating system viz. Contact, MMS, Bluetooth, Email, Calendar, Gallery2 and Telephony. The results are validated using 10-fold and inter-release validation methods. The reliability and significance of the results are evaluated using statistical test and post-hoc analysis. Results: The results show that the area under the curve measure for Naïve Bayes, LogitBoost and Multilayer Perceptron is above 0.7 in most of the cases. The results also depict that the difference between the ML techniques is statistically significant. However, it is also proved that the Support Vector Machines based techniques such as Support Vector Machines and voted perceptron do not possess the predictive capability for predicting defects. Conclusion: The results confirm the predictive capability of various ML techniques for developing defect prediction models. The results also confirm the superiority of one ML technique over the other ML techniques. Thus, the software engineers can use the results obtained from this study in the early phases of the software development for identifying defect-prone classes of given software. © 2016 Elsevier B.V. All rights reserved.	['1944388']	[]	['71b233252c8d6452fd27ab8f35601b8cceb75d7c', '334c4806912d851ef2117e67728cfa624dbec9a3', 'eadd84d6b0af80f0b6c66b12dc7772838492db49', '933d8cbb2a7903e37a275d30132084831d197244', 'de76242b3438f933c6677af28e7adb6aa9323500', '8f994c77158ec791a7cead394115d25d2a77fd0a', 'ceb83e35fb8f7b6aba5d132c1dac379181c10ad4', '27db63ab642d9c27601a9311d65b63e2d2d26744', '073a167ca39a498166a753618a8f8925bf723e69', '2b4fe5f0681937b7f386823382fff13722a3a422']	2016.0
