	doc_id	corpus_id	title	abstract	index	retweets	count	mentions
10	1111.1198	118419326	A new simple class of superpotentials in SUSY quantum mechanics	In this work, we introduce the class of quantum mechanics superpotentials W(x) = gε(x)x2n and study in detail the cases n = 0 and 1. The n = 0 superpotential is shown to lead to the known problem of two supersymmetrically related Dirac delta potentials (well and barrier). The n = 1 case results in the potentials V±(x) = g2x4 ± 2g|x|. For V−, we present the exact ground-state solution and study the excited states by a variational technique. Starting from the ground state of V− and using logarithmic perturbation theory, we study the ground states of V+ and also of V(x) = g2x4 and compare the result obtained in this new way with other results for this last potential in the literature.	15856	0.0	3	3.0
11	1907.07406	197431222	Constructions and properties of a class of random scale-free networks	Complex networks have abundant and extensive applications in real life. Recently, researchers have proposed a large variety of complex networks, in which some are deterministic and others are random. The goal of this paper is to generate a class of random scale-free networks. To achieve this, we introduce three types of operations, i.e., rectangle operation, diamond operation, and triangle operation, and provide the concrete process for generating random scale-free networks N(p,q,r,t), where probability parameters p,q,r hold on p+q+r=1 with 0≤p,q,r≤1. We then discuss their topological properties, such as average degree, degree distribution, diameter, and clustering coefficient. First, we calculate the average degree of each member and discover that each member is a sparse graph. Second, by computing the degree distribution of our network N(p,q,r,t), we find that degree distribution obeys the power-law distribution, which implies that each member is scale-free. Next, according to our analysis of the diameter of our network N(p,q,r,t), we reveal the fact that the diameter may abruptly transform from small to large. Afterward, we give the calculation process of the clustering coefficient and discover that its value is mainly determined by r.	126118	0.5882353186607361	3	3.5880000591278076
12	1409.1904	18231391	Exploring exoplanet populations with NASA’s Kepler Mission	The Kepler Mission is exploring the diversity of planets and planetary systems. Its legacy will be a catalog of discoveries sufficient for computing planet occurrence rates as a function of size, orbital period, star type, and insolation flux. The mission has made significant progress toward achieving that goal. Over 3,500 transiting exoplanets have been identified from the analysis of the first 3 y of data, 100 planets of which are in the habitable zone. The catalog has a high reliability rate (85–90% averaged over the period/radius plane), which is improving as follow-up observations continue. Dynamical (e.g., velocimetry and transit timing) and statistical methods have confirmed and characterized hundreds of planets over a large range of sizes and compositions for both single- and multiple-star systems. Population studies suggest that planets abound in our galaxy and that small planets are particularly frequent. Here, I report on the progress Kepler has made measuring the prevalence of exoplanets orbiting within one astronomical unit of their host stars in support of the National Aeronautics and Space Administration’s long-term goal of finding habitable environments beyond the solar system.	78382	1.1764706373214722	3	4.176000118255615
13	1910.01062	251643886	Stabilizing Deep Reinforcement Learning with Conservative Updates	In recent years, advances in deep learning have enabled the application of reinforcement learning algorithms in complex domains. However, they lack the theoretical guarantees which are present in the tabular setting and suffer from many stability and reproducibility problems \citep{henderson2018deep}. In this work, we suggest a simple approach for improving stability and providing probabilistic performance improvement in off-policy actor-critic deep reinforcement learning regimes. Experiments on continuous action spaces, in the MuJoCo control suite, show that our proposed method reduces the variance of the process and improves the overall performance.	140785	0.0	5	5.0
14	1207.6186	153187749	A Dynamical Model for Operational Risk in Banks	Operational risk is the risk relative to monetary losses caused by failures of bank internal processes due to heterogeneous causes. A dynamical model including both spontaneous generation of losses and generation via interactions between different processes is presented; the efforts made by the bank to avoid the occurrence of losses is also taken into account. Under certain hypotheses, the model can be exactly solved and, in principle, the solution can be exploited to estimate most of the model parameters from real data. The forecasting power of the model is also investigated and proved to be surprisingly remarkable.	26769	0.5882353186607361	2	2.5880000591278076
15	1409.3040	9133760	Towards Optimal Algorithms for Prediction with Expert Advice	"We study the classical problem of prediction with expert advice in the adversarial setting with a geometric stopping time. In 1965, Cover gave the optimal algorithm for the case of 2 experts. In this paper, we design the optimal algorithm, adversary and regret for the case of 3 experts. Further, we show that the optimal algorithm for $2$ and $3$ experts is a probability matching algorithm (analogous to Thompson sampling) against a particular randomized adversary. Remarkably, our proof shows that the probability matching algorithm is not only optimal against this particular randomized adversary, but also minimax optimal. 
Our analysis develops upper and lower bounds simultaneously, analogous to the primal-dual method. Our analysis of the optimal adversary goes through delicate asymptotics of the random walk of a particle between multiple walls. We use the connection we develop to random walks to derive an improved algorithm and regret bound for the case of $4$ experts, and, provide a general framework for designing the optimal algorithm and adversary for an arbitrary number of experts."	78682	0.5882353186607361	2	2.5880000591278076
16	1812.07872	56475959	Fast Adjustable Threshold For Uniform Neural Network Quantization		104505	0.0	4	4.0
17	1901.03365	119716385	Local Uniformization through monomialization of key elements	We give a new proof of the simultaneous embedded local uniformization Theorem in zero characteristic for essentially of finite type rings and for quasi excellent rings. The results are a consequence of the simultaneaous monomialization presented here. The methods develop the key elements theory that is a more subtle notion than the notion of key polynomials.	107980	1.1764706373214722	1	2.1760001182556152
18	1904.04831	119192593	The SXS collaboration catalog of binary black hole simulations	Accurate models of gravitational waves from merging black holes are necessary for detectors to observe as many events as possible while extracting the maximum science. Near the time of merger, the gravitational waves from merging black holes can be computed only using numerical relativity. In this paper, we present a major update of the Simulating eXtreme Spacetimes (SXS) Collaboration catalog of numerical simulations for merging black holes. The catalog contains 2018 distinct configurations (a factor of 11 increase compared to the 2013 SXS catalog), including 1426 spin-precessing configurations, with mass ratios between 1 and 10, and spin magnitudes up to 0.998. The median length of a waveform in the catalog is 39 cycles of the dominant gravitational-wave mode, with the shortest waveform containing 7.0 cycles and the longest 351.3 cycles. We discuss improvements such as correcting for moving centers of mass and extended coverage of the parameter space. We also present a thorough analysis of numerical errors, finding typical truncation errors corresponding to a waveform mismatch of  ∼10−4. The simulations provide remnant masses and spins with uncertainties of 0.03% and 0.1% (90th percentile), about an order of magnitude better than analytical models for remnant properties. The full catalog is publicly available at www.black-holes.org/waveforms.	114487	1.1764706373214722	2	3.1760001182556152
19	1410.1100	119120478	Neutron-Antineutron Oscillations: Theoretical Status and Experimental Prospects		80582	0.5882353186607361	3	3.5880000591278076
20	1910.03239	203902781	Metric Pose Estimation for Human-Machine Interaction Using Monocular Vision	The rapid growth of collaborative robotics in production requires new automation technologies that take human and machine equally into account. In this work, we describe a monocular camera based system to detect human-machine interactions from a bird's-eye perspective. Our system predicts poses of humans and robots from a single wide-angle color image. Even though our approach works on 2D color input, we lift the majority of detections to a metric 3D space. Our system merges pose information with predefined virtual sensors to coordinate human-machine interactions. We demonstrate the advantages of our system in three use cases.	141777	0.0	4	4.0
21	1902.02513	59608835	Advances on CNN-Based Super-Resolution of Sentinel-2 Images	Thanks to their temporal-spatial coverage and free access, Sentinel-2 images are very interesting for the community. However, a relatively coarse spatial resolution, compared to that of state-of-the-art commercial products, motivates the study of super-resolution techniques to mitigate such a limitation. Specifically, thirtheen bands are sensed simultaneously but at different spatial resolutions: 10, 20, and 60 meters depending on the spectral location. Here, building upon our previous convolutional neural network (CNN) based method [1], we propose an improved CNN solution to super-resolve the 20-m resolution bands benefiting spatial details conveyed by the accompanying 10-m spectral bands.	112553	5.294117450714111	3	8.293999671936035
22	1901.03597	57825725	CT-GAN: Malicious Tampering of 3D Medical Imagery using Deep Learning	"In 2018, clinics and hospitals were hit with numerous attacks leading to significant data breaches and interruptions in medical services. An attacker with access to medical records can do much more than hold the data for ransom or sell it on the black market. 
In this paper, we show how an attacker can use deep-learning to add or remove evidence of medical conditions from volumetric (3D) medical scans. An attacker may perform this act in order to stop a political candidate, sabotage research, commit insurance fraud, perform an act of terrorism, or even commit murder. We implement the attack using a 3D conditional GAN and show how the framework (CT-GAN) can be automated. Although the body is complex and 3D medical scans are very large, CT-GAN achieves realistic results which can be executed in milliseconds. 
To evaluate the attack, we focused on injecting and removing lung cancer from CT scans. We show how three expert radiologists and a state-of-the-art deep learning AI are highly susceptible to the attack. We also explore the attack surface of a modern radiology network and demonstrate one attack vector: we intercepted and manipulated CT scans in an active hospital network with a covert penetration test. 
Demo video: this https URL 
Source code: this https URL"	108087	6.470588207244873	4	10.470999717712402
23	1401.1319	119185258	Self-consistent description of single-particle levels of magic nuclei	Single-particle levels of seven magic nuclei are calculated within the Energy Density Functional (EDF) method by Fayans et al. Three versions of the EDF are used, the initial Fayans functional DF3 and its two variations, DF3-a and DF3-b, with different values of spin-orbit parameters. Comparison is made with predictions of the Skyrme-Hartree-Fock method with the HFB-17 functional. For the DF3-a functional, phonon coupling (PC) corrections to single-particle energies are found self-consistently with an approximate account for the tadpole diagram. Account for the PC corrections improves agreement with the data for heavy nuclei, e.g. for 208 Pb. On the other hand, for lighter nuclei, e.g. 40,48 Ca, PC corrections make the agreement a little worse. As estimations show, the main reason is that the approximation we use for the tadpole term is less accurate for the light nuclei.	58810	0.5882353186607361	2	2.5880000591278076
24	1907.05195	195886117	retina-VAE: Variationally Decoding the Spectrum of Macular Disease	In this paper, we seek a clinically-relevant latent code for representing the spectrum of macular disease. Towards this end, we construct retina-VAE, a variational autoencoder-based model that accepts a patient profile vector (pVec) as input. The pVec components include clinical exam findings and demographic information. We evaluate the model on a subspectrum of the retinal maculopathies, in particular, exudative age-related macular degeneration, central serous chorioretinopathy, and polypoidal choroidal vasculopathy. For these three maculopathies, a database of 3000 6-dimensional pVecs (1000 each) was synthetically generated based on known disease statistics in the literature. The database was then used to train the VAE and generate latent vector representations. We found training performance to be best for a 3-dimensional latent vector architecture compared to 2 or 4 dimensional latents. Additionally, for the 3D latent architecture, we discovered that the resulting latent vectors were strongly clustered spontaneously into one of 14 clusters. Kmeans was then used only to identify members of each cluster and to inspect cluster properties. These clusters suggest underlying disease subtypes which may potentially respond better or worse to particular pharmaceutical treatments such as anti-vascular endothelial growth factor variants. The retina-VAE framework will potentially yield new fundamental insights into the mechanisms and manifestations of disease. And will potentially facilitate the development of personalized pharmaceuticals and gene therapies.	125167	0.0	3	3.0
25	1907.05053	195886421	Free boundary minimal surfaces in the unit ball : recent advances and open questions	In this survey, we discuss some recent results on free boundary minimal surfaces in the Euclidean unit-ball. The subject has been a very active field of research in the past few years due to the seminal work of Fraser and Schoen on the extremal Steklov eigenvalue problem. We review several different techniques of constructing examples of embedded free boundary minimal surfaces in the unit ball. Next, we discuss some uniqueness results for free boundary minimal disks and the conjecture about the uniqueness of critical catenoid. We also discuss several Morse index estimates for free boundary minimal surfaces. Moreover, we describe estimates for the first Steklov eigenvalue on such free boundary minimal surfaces and various smooth compactness results. Finally, we mention some sharp area bounds for free boundary minimal submanifolds and related questions.	125098	2.3529412746429443	2	4.353000164031982
26	1812.10860	57189285	Looking for ELMo's friends: Sentence-Level Pretraining Beyond Language Modeling	Work on the problem of contextualized word representation—the development of reusable neural network components for sentence understanding—has recently seen a surge of progress centered on the unsupervised pretraining task of language modeling with methods like ELMo (Peters et al., 2018). This paper contributes the first large-scale systematic study comparing different pretraining tasks in this context, both as complements to language modeling and as potential alternatives. The primary results of the study support the use of language modeling as a pretraining task and set a new state of the art among comparable models using multitask learning with language models. However, a closer look at these results reveals worryingly strong baselines and strikingly varied results across target tasks, suggesting that the widely-used paradigm of pretraining and freezing sentence encoders may not be an ideal platform for further work.	106151	1.1764706373214722	3	4.176000118255615
27	1909.06493	202578037	Flight Controller Synthesis Via Deep Reinforcement Learning	"Traditional control methods are inadequate in many deployment settings involving control of Cyber-Physical Systems (CPS). In such settings, CPS controllers must operate and respond to unpredictable interactions, conditions, or failure modes. Dealing with such unpredictability requires the use of executive and cognitive control functions that allow for planning and reasoning. Motivated by the sport of drone racing, this dissertation addresses these concerns for state-of-the-art flight control by investigating the use of deep neural networks to bring essential elements of higher-level cognition for constructing low level flight controllers. 
This thesis reports on the development and release of an open source, full solution stack for building neuro-flight controllers. This stack consists of the methodology for constructing a multicopter digital twin for synthesize the flight controller unique to a specific aircraft, a tuning framework for implementing training environments (GymFC), and a firmware for the world's first neural network supported flight controller (Neuroflight). GymFC's novel approach fuses together the digital twinning paradigm for flight control training to provide seamless transfer to hardware. Additionally, this thesis examines alternative reward system functions as well as changes to the software environment to bridge the gap between the simulation and real world deployment environments. 
Work summarized in this thesis demonstrates that reinforcement learning is able to be leveraged for training neural network controllers capable, not only of maintaining stable flight, but also precision aerobatic maneuvers in real world settings. As such, this work provides a foundation for developing the next generation of flight control systems."	137207	5.882352828979492	8	13.881999969482422
28	1908.02391	199472581	Bag of Negatives for Siamese Architectures	Training a Siamese architecture for re-identification with a large number of identities is a challenging task due to the difficulty of finding relevant negative samples efficiently. In this work we present Bag of Negatives (BoN), a method for accelerated and improved training of Siamese networks that scales well on datasets with a very large number of identities. BoN is an efficient and loss-independent method, able to select a bag of high quality negatives, based on a novel online hashing strategy.	129904	0.5882353186607361	2	2.5880000591278076
29	1305.5330	15664639	A toy model of information retrieval system based on quantum probability	Recent numerical results show that non-Bayesian knowledge revision may be helpful in search engine training and optimization. In order to demonstrate how basic assumption about about the physical nature (and hence the observed statistics) of retrieved documents can affect the performance of search engines we suggest an idealized toy model with minimal number of parameters.	42977	0.0	3	3.0
30	1902.01177	59599871	Unsupervised Clinical Language Translation	As patients' access to their doctors' clinical notes becomes common, translating professional, clinical jargon to layperson-understandable language is essential to improve patient-clinician communication. Such translation yields better clinical outcomes by enhancing patients' understanding of their own health conditions, and thus improving patients' involvement in their own care. Existing research has used dictionary-based word replacement or definition insertion to approach the need. However, these methods are limited by expert curation, which is hard to scale and has trouble generalizing to unseen datasets that do not share an overlapping vocabulary. In contrast, we approach the clinical word and sentence translation problem in a completely unsupervised manner. We show that a framework using representation learning, bilingual dictionary induction and statistical machine translation yields the best precision at 10 of 0.827 on professional-to-consumer word translation, and mean opinion scores of 4.10 and 4.28 out of 5 for clinical correctness and layperson readability, respectively, on sentence translation. Our fully-unsupervised strategy overcomes the curation problem, and the clinically meaningful evaluation reduces biases from inappropriate evaluators, which are critical in clinical machine learning.	111953	0.0	3	3.0
31	1905.11850	167217328	The nanoscale structure of the Pt-water double layer under bias revealed		116380	0.5882353186607361	2	2.5880000591278076
32	1410.0708	117135690	Exploring Critical Collapse in the Semilinear Wave Equation using Space-Time Finite Elements	1 Department of Mathematics and Statistics, South Dakota State University, Brookings, SD 57007, USA and2 Center for Research in Extreme Scale Technologies,Indiana University, Bloomington, IN 47405, USA(Dated: October 8, 2014)A fully implicit numerical approach based on the space-time nite element method is implementedfor the semilinear wave equation in 1(space) + 1(time) dimensions to explore critical collapse andsearch for self-similar solutions. Previous work studied this behavior by exploring the threshold ofsingularity formation using time marching nite di erence techniques while this work introducesan adaptive time parallel numerical method to the problem. The semilinear wave equation witha p = 7 term is examined in spherical symmetry. The impact of mesh re nement and the timeadditive Schwarz preconditioner in conjunction with Krylov Subspace Methods are examined.I. INTRODUCTION	80494	0.5882353186607361	2	2.5880000591278076
33	1812.05854	119669881	The cubic Schrödinger regime of the Landau–Lifshitz equation with a strong easy-axis anisotropy	"We pursue our work on the asymptotic regimes of the Landau-Lifshitz equation for bi-axial ferromagnets. We put the focus on the cubic Schr{\""o}dinger equation, which is known to describe the dynamics in a regime of strong easy-axis anisotropy. In any dimension, we rigorously prove this claim for solutions with sufficient regularity. In this regime, we additionally classify the one-dimensional solitons of the Landau-Lifshitz equation and quantify their convergence towards the solitons of the one-dimensional cubic Schr{\""o}dinger equation."	103230	0.5882353186607361	2	2.5880000591278076
34	1908.07974	201125292	Deterministic Epidemic Models for Ebola Infection with Time-Dependent Controls	In this paper, we have studied epidemiological models for Ebola infection using nonlinear ordinary differential equations and optimal control theory. We considered optimal control analysis of SIR and SEIR models for the deadly Ebola infection using vaccination, treatment and educational campaign as time-dependent controls functions. We have applied indirect methods to study existing deterministic optimal control epidemic models for Ebola virus disease. These methods in optimal control are based on Hamiltonian function and the Pontryagin's maximum principle to construct adjoint equations and optimality systems. The forward-backward sweep numerical scheme with fourth-order Runge-Kutta method is used to solve the optimality system for the various control strategies. From our numerical illustrations, we can conclude that, effective educational campaigns and vaccination of susceptible individuals as were as effective treatments of infected individuals can help reduce the disease transmission.	132458	1.1764706373214722	2	3.1760001182556152
35	1406.0001	119192926	Discovery of a Thorne–Żytkow object candidate in the Small Magellanic Cloud	Thorne-Zytkow objects (TZOs) are a theoretical class of star in which a compact neutron star is surrounded by a large, diffuse envelope. Supergiant TZOs are predicted to be almost identical in appearance to red supergiants (RSGs). The best features that can be used at present to distinguish TZOs from the general RSG population are the unusually strong heavy-element and Li lines present in their spectra, products of the star's fully convective envelope linking the photosphere with the extraordinarily hot burning region in the vicinity of the neutron star core. Here we present our discovery of a TZO candidate in the Small Magellanic Cloud. It is the first star to display the distinctive chemical profile of anomalous element enhancements thought to be unique to TZOs. The positive detection of a TZO will provide the first direct evidence for a completely new model of stellar interiors, a theoretically predicted fate for massive binary systems, and never-before-seen nucleosynthesis processes that would offer a new channel for Li and heavy-element production in our universe.	70532	0.0	5	5.0
36	1901.10513	59413762	Adversarial Examples Are a Natural Consequence of Test Error in Noise	Over the last few years, the phenomenon of adversarial examples --- maliciously constructed inputs that fool trained machine learning models --- has captured the attention of the research community, especially when the adversary is restricted to small modifications of a correctly handled input. Less surprisingly, image classifiers also lack human-level performance on randomly corrupted images, such as images with additive Gaussian noise. In this paper we provide both empirical and theoretical evidence that these are two manifestations of the same underlying phenomenon, establishing close connections between the adversarial robustness and corruption robustness research programs. This suggests that improving adversarial robustness should go hand in hand with improving performance in the presence of more general and realistic image corruptions. Based on our results we recommend that future adversarial defenses consider evaluating the robustness of their methods to distributional shift with benchmarks such as Imagenet-C.	110983	1.1764706373214722	5	6.176000118255615
37	1906.02129	131768973	Cold Debris Disks as Strategic Targets for the 2020s	"Cold debris disks (T$<$200 K) are analogues to the dust in the Solar System's Kuiper belt--dust generated from the evaporation and collision of minor bodies perturbed by planets, our Sun, and the local interstellar medium. Scattered light from debris disks acts as both a signpost for unseen planets as well as a source of contamination for directly imaging terrestrial planets, but many details of these disks are poorly understood. We lay out a critical observational path for the study of nearby debris disks that focuses on defining an empirical relationship between scattered light and thermal emission from a disk, probing the dynamics and properties of debris disks, and directly determining the influence of planets on disks. 
We endorse the findings and recommendations published in the National Academy reports on Exoplanet Science Strategy and Astrobiology Strategy for the Search for Life in the Universe. This white paper extends and complements the material presented therein with a focus on debris disks around nearby stars. Separate complementary papers are being submitted regarding the inner warm regions of debris disks (Mennesson et al.), the modeling of debris disk evolution (Gaspar et al.), studies of dust properties (Chen et al.), and thermal emission from disks (Su et al.)."	118334	1.1764706373214722	2	3.1760001182556152
