	doc_id	corpus_id	title	abstract	authors	cited_by	references	year
10	a921de83b9b114bdd301e1890ba5c72f27a28f4f	14307287.0	Cognitive and Field Testing of a New Set of Medication Adherence Self-Report Items for HIV Care	We conducted four rounds of cognitive testing of self-report items that included 66 sociodemographically diverse participants, then field tested the three best items from the cognitive testing in a clinic waiting room (N = 351) and in an online social networking site for men who have sex with men (N = 6,485). As part of the online survey we conducted a randomized assessment of two versions of the adherence questionnaire—one which asked about adherence to a specific antiretroviral medication, and a second which asked about adherence to their “HIV medicines” as a group. Participants were better able to respond using adjectival and adverbial scales than visual analogue or percent items. The internal consistency reliability of the three item adherence scale was 0.89. Mean scores for the two different versions of the online survey were similar (91.0 vs. 90.2, p < 0.05), suggesting that it is not necessary, in general, to ask about individual medications in an antiretroviral therapy regimen when attempting to describe overall adherence.	['1943699', '3225967', '50185495', '4294418', '34979378', '38010251', '3904217', '31722704']	[]	['9bd38b2addcc8e90dd0c834871ce78e6d01e83ad', '80fe5a5496f66721124c02c6a20b0734a9cf7f81', 'c390bd6774f0db2bdaffbca5480b348fb38ebd8c', 'b5451e7362cd9197743777151a0ca3ae980ec624', 'a60552c70a7907f70459b1a71e743d1dae855a27', '22ca27d5e7bba52dde0317e583ff14e025ccbde3', 'ea3a81ef623f882173bc686cc729fff557f84209', 'c04447a69cc574f86197fe77e13f50996eee9c6c', '5cf93a3150a1e15a27b801870e9414490bcc5680', 'e75246a34e27dad031affdf138089f0509aa7df6']	2013
11	ff05dbed01d5d1154b2749097325b95225c881c2	14675854.0	Effect of salmeterol on allergen-induced airway inflammation in mild allergic asthma.	A previous study suggested that the long-acting beta2-adrenergic agonist salmeterol (SM) had inhibitory effects on bronchial mucosal inflammation 6 hours after allergen exposure. To further evaluate the influence of SM on allergen-induced airway inflammation. We studied, in a randomized, double-blind, cross-over trial, 16 mild asthmatic patients who had a dual asthmatic response to allergen inhalation. Subjects received 50 microg of SM or placebo (P), twice daily for 1 week each, separated by a 2-week wash-out period. At the end of each treatment period, after withholding SM for 24 h, they had a methacholine inhalation test (medication was resumed after the test), followed 24 h later by an AC with the concentration of allergen that had induced a LAR at baseline. Airway inflammation was assessed 24 h after the AC by bronchoalveolar lavage (BAL) (n = 16) and bronchial biopsies (n = 13). As expected, SM improved baseline FEV1 and PC20 (P < or = 0.009) and decreased the allergen-induced early bronchoconstrictive response. There were no significant differences in BAL cell counts after the two treatments. On bronchial biopsies, numbers (median, mm2) of submucosal CD45 (P: 43 +/- 23; SM: 161 +/- 43, P = 0.031), CD45Ro (P: 37 +/- 19; SM: 126 +/- 41, P = 0.047) and AA1 positive cells (P: 38 +/- 6, SM: 65 +/- 17, P = 0.006) were significantly higher after SM than P treatment. The numbers of CD4 (P: 11 +/- 10; SM: 32 +/- 7, P = 0.085), HLA-DR (P: 65 +/- 30; SM: 116 +/- 36, P = 0.079) and EG2 positive cells (P: 25 +/- 15; SM: 38 +/- 26, P = 0.09) tended to increase with SM treatment. In summary, compared to placebo, 1 week of regular use of SM is associated with an increase in bronchial inflammatory cells 24 h after AC. This is in keeping with the recommendation that salmeterol should only be used with an anti-inflammatory agent, particularly in the context of significant allergen exposure.	['5008793', '5762008', '3371549', '5295111', '3046994']	[]	[]	2001
12	e957db1eeaf284f324c9286e3580f3642ded42a6	13673405.0	Dynamic weight-bearing assessment of pain in knee osteoarthritis: construct validity, responsiveness, and interpretability in a research setting	"BACKGROUND
The Osteoarthritis Research Society International (OARSI) has suggested to asses pain after specific activities consistently in clinical trials on knee OA. The Dynamic weight-bearing Assessment of Pain (DAP) assesses pain during activity (30 s of performing repeated deep knee-bends from a standing position). The purpose of this study is to evaluate the construct validity, responsiveness, and interpretability of the DAP for knee osteoarthritis (OA).


METHODS
One-hundred participants with knee OA were tested twice each with the DAP, the Knee injury and Osteoarthritis Outcome Score (KOOS), six-minute-walk-test (6MWT), and 6-min-walk-test with subsequent pain rating (6MWTpain), and once with a transition questionnaire (TRANS-Q) for the patient-reported change in pain after 12 weeks of exercise. Construct validity (baseline-scores) and responsiveness (change-scores) were estimated by Spearman Correlation Coefficients. We hypothesized that no correlations would be excellent (<0.7) (divergent validity), except for the 6MWTpain (convergent validity). The TRANS-Q was used for interpreting the DAP change-scores in terms of responsiveness and Minimal Important Change (MIC).


RESULTS
Divergent validity with the KOOS subscales (r = -0.31 to-0.45) and the 6MWT (r = -0.25) was supported. Convergent validity with the 6MWTpain was not supported (r = 0.54). The DAP change-scores corresponded to patient-reported change in pain (TRANS-Q), while correlations with change-scores on the other instruments were <0.35. The MIC was 2.4 DAP points.


CONCLUSIONS
The DAP possesses divergent validity compared to other instruments for knee OA, supporting the potential for this new way of assessing pain directly during activity. Importantly, the DAP change-scores correspond to patient-reported changes in pain, showing responsiveness. A change of 2.4 or more can be interpreted as clinically relevant. The DAP is a promising alternative to using 'pain on walking' as a clinical trial inclusion criterion/outcome."	['5062032', '4987318', '4508131', '6849926', '1965833', '5751615']	[]	['6d5b444b8236fce9392341ba89b3b97c29c6bdee', '8e686d77088bdf27024423de43c6ec4a589b0dbf', 'eab64d856791e42b3a3163669c57aaf7af67e5c9', '35cfad6b692beca9199eef990c9d6bf5af57edbe', '3e2190dfb40e25594a95da5150c6f748e6ea6dea', 'a18751e5b5f604f5650c9c303a001125925db2ef', '2760f52bb70fbe491ffd92484fbaba50a8d08411', '443decbe4617b09a157e260ab20cf7a4c2174e01', '98a99cd82a869fcd6a759bac0f5f3978d2462a5b', 'daab0607e69e520a55e5f9333d37838c58dfed14']	2016
13	7c4aeaf63bfd9248bee547ba9714712bab3f5d8f	145442529.0	The English Jacobins: Reformers in Late 18th Century England		['49997714']	[]	[]	2010
14	bac01d8c5f8946830db31a3d21e0f122eae18d79	15753414.0	Anisotropic Higgs oscillator	We present the higher-dimensional generalization of anisotropic (pseudo)spherical oscillator suggested recently in [arXiv:0710.5001], and the related spherical and pseudosperical generalizations (MICZ-)Kepler like systems with Stark term and $\cos\theta$ potential. We write down the potentials and hidden symmetry generators of these systems, in terms of ambient Euclidean space.	['144306708', '101675466']	[]	[]	2007
15	bd5c9eb33d59bac123335f5a621880798784926f	146424649.0	"INTELLECTUAL PROPERTY RIGHTS ""READING COURSE"" PRELIMINARY PRESENTATION LIST"		['2681676']	[]	[]	2003
16	049e24fd172ba2edb4b8379bb40a615837ff49fb	570903.0	Evaluation of rural stroke services: does implementation of coordinators and pathways improve care in rural hospitals?	"BACKGROUND AND PURPOSE
The quality of hospital care for stroke varies, particularly in rural areas. In 2007, funding to improve stroke care became available as part of the Rural Stroke Project (RSP) in New South Wales (Australia). The RSP included the employment of clinical coordinators to establish stroke units or pathways and protocols, and more clinical staff. We aimed to describe the effectiveness of RSP in improving stroke care and patient outcomes.


METHODS
A historical control cohort design was used. Clinical practice and outcomes at 8 hospitals were compared using 2 medical record reviews of 100 consecutive ischemic or intracerebral hemorrhage patients ≥12 months before RSP and 3 to 6 months after RSP was implemented. Descriptive statistics and multivariable analyses of patient outcomes are presented.


RESULTS



SAMPLE
pre-RSP n=750; mean age 74 (SD, 13) years; women 50% and post-RSP n=730; mean age 74 (SD, 13) years; women 46%. Many improvements in stroke care were found after RSP: access to stroke units (pre 0%; post 58%, P<0.001); use of aspirin within 24 hours of ischemic stroke (pre 59%; post 71%, P<0.001); use of care plans (pre 15%; post 63%, P<0.001); and allied health assessments within 48 hours (pre 65%; post 82% P<0.001). After implementation of the RSP, patients directly admitted to an RSP hospital were 89% more likely to be discharged home (adjusted odds ratio, 1.89; 95% confidence interval, 1.34-2.66).


CONCLUSIONS
Investment in clinical coordinators who implemented organizational change, together with increased clinician resources, effectively improved stroke care in rural hospitals, resulting in more patients being discharged home."	['3568789', '2418948', '1955120', '40457349', '22609093', '46272580', '3053173']	[]	[]	2013
17	ca616858b21831ea2fafe5e50d5df1c3ab5b4aea	24765520.0	Effect of heliox on heart rate kinetics and dynamic hyperinflation during high-intensity exercise in COPD	Respiratory mechanical abnormalities in patients with chronic obstructive pulmonary disease (COPD) may impair cardiodynamic responses and slow down heart rate (HR) kinetics compared with normal resulting in reduced convective oxygen delivery during exercise. We reasoned that heliox breathing (79% helium–21% oxygen) and the attendant reduction of operating lung volumes should accelerate HR kinetics in the transition from rest to high-intensity exercise. Eleven male ambulatory patients with clinically stable COPD undertook constant work-rate cycle testing at 80% of each individuals’ maximum work capacity while breathing room air (RA) or heliox (HX), randomly. Mean response time (MRT) for HR and dynamic end-expiratory lung volume (EELV) were measured. Resting EELV was not affected by HX breathing, while exercise EELV decreased significantly by 0.23 L at isotime during HX breathing compared with RA. During HX breathing, MRT for HR significantly accelerated (p = 0.002) by an average of 20 s (i.e., 17%). Speeded MRT for HR correlated with indices of reduced lung hyperinflation, such as EELV at isotime (r = 0.88, p = 0.03), and with improved exercise endurance time (r = −0.64, p = 0.03). The results confirm that HX-induced reduction of dynamic lung hyperinflation is associated with consistent improvement in indices of cardio-circulatory function such as HR kinetics in the rest-to-exercise transition in COPD patients.	['50448278', '48261629', '6718610', '20866959', '6127876', '5578920']	[]	['46baf2cf480aa0b0130730474368a6ca1900ecb4', 'eef1c9af47b08546c7cfbf640fdb7a5ca40fca45', '92638653f31f3494d07888b53e94f20115f27773', '8e4e2a32bcc2074ae9b4037a10a3dfeb83be04b8', 'caa4d71185225e970791954222272f38d6a6273f', '08f7924b232dd17244d00b4b4fab4a603a81c768', 'e5536490eddd7f4539a6aacc73e1aad2568944ee', 'de4790c933f519c2d84b1c12cb18cbb02956b513', '0d257d466108933f695dabe3c34241a06f08c0a7', '5fa87b32a3fa1c30d0ba654dd80604e5cfb310cf']	2010
18	cf575519944be3683bcc279f1c843f81b80562cf	141539422.0	All Politics is Local: Family, Friends, and Provincial Interests in the Creation of the Constitution		['95051056']	[]	[]	2005
19	4d8ad86190000be891832075e64955cd588c92c0	32919179.0	Cardiac dysfunction associated with a nucleotide polymerase inhibitor for treatment of hepatitis C.	"UNLABELLED
Treatment for chronic hepatitis C virus (HCV) infection is evolving from interferon (IFN)-based therapy to direct-acting antiviral (DAA) agents, yet some safety concerns have arisen involving cardiac toxicity. In this study, we sought to better understand the potential off-target toxicities of new DAAs. We retrospectively evaluated the clinical and pathological findings of the sentinel case in a phase II study that led to clinical development discontinuation for BMS-986094, an HCV nucleotide polymerase (nonstructural 5B) inhibitor. We also report on outcomes from other patients in the same study, including electrocardiogram changes, cardiovascular biomarkers, and transthoracic echocardiograms. Thirty-four patients received IFN-free BMS-986094 regimens. Six patients had left ventricular ejection fractions (LVEFs) <30%, 8 had LVEFs 30%-50%, and 11 required hospitalization for suspected cardiotoxicity. Of the patients with LVEF <50%, 6 had normalization of systolic function after a median of 20 days. T-wave inversions were the most sensitive predictor of LVEF dysfunction. B-type natriuretic peptide levels increased over time and correlated with the degree of LVEF dysfunction. Pathological analysis of cardiac tissue revealed severe myocyte damage with elongated myofibrils without gross necrosis. These findings were consistent with some results of recent primate studies that were conducted to further investigate the potential mechanisms of BMS-986094 toxicity.


CONCLUSION
A novel nucleotide analog polymerase inhibitor developed for HCV treatment may cause a toxic cardiomyopathy. Ongoing surveillance of DAAs for cardiotoxicities may be beneficial, especially among patients at higher risk for cardiovascular disease."	['2560294', '35405086', '2306420', '4434926', '4475159', '6905642', '47460554', '49132134', '47743892', '34760141', '40273326', '47167649', '8429991', '38008819', '30090231', '2810072', '1699941']	[]	['a9532633e0cf34d470b87e0d025acb08f36e7cd2', '8adf8ab2dd5710705cfac4840c57bc3b801e5f13', '91d0fb0caf4eca1fa66ae0f0b63f3ba8856ff1f8', '7a27650b2c8093898b53aeb13b50266c96048cae', '96d354722221b112f6def9802f2c0b887adef25b', '307ea28e9fd507336faf0807caf728b206052d8b', '27e2233407376195113a58c2cbb1f63c26adabbc', '4442abe6bc1dae33e3914e242963b7183235486c', 'f69be9e9df61789550858ae221f7ed2852bab5dd', '3459c4f4cbf513ed22b3ed2331b5039f2ab1c694']	2015
20	8e24b489c90ee2796683d9e1be23ddc974ad53bd	13883193.0	A Tangled Tale of Training and Talent: PhDs in Institutional Asset Management	Several hundred individuals who hold a Ph.D. in economics, finance, or others fields work for institutional money management companies. The gross performance of domestic equity investment products managed by individuals with a Ph.D. (Ph.D. products) is superior to the performance of non-Ph.D. products matched by objective, size, and past performance for one-year returns, Sharpe Ratios, alphas, information ratios, and the manipulation-proof measure MPPM. Fees for Ph.D. products are lower than those for non-Ph.D. products. Investment flows to Ph.D. products substantially exceed the flows to the matched non-Ph.D. products. Ph.D.s’ publications in leading economics and finance journals further enhance the performance gap.	['50978520', '121770205', '39371170', '100500066']	[]	['517e897e99908d57bdf1bf00407da00a41999d5a', 'eca07df4be9e7f7501198dbc7c122b2c7ecaf2bb', '28cd243a0730709acbd29f0f0450babc2172b5c5', 'd37e0bf4362fd6fd1c29c464a0cd3dce333618e9', '9796374d3a3b4b496a330d762c7ca81f85df799a', '96e356d8caccab11a6de7e47f7da648612b873cf', '9b30eadc0444893237e88ae8a74a3ac254e89eb5', '7a75c8d688bbc78cc4366a249f3085d9db1fddf0', 'ffb1d06ae01665576743112d9e75f6d5fa704ca4', 'a51d59bc4633728c6553ba2966d97f37f39bc008']	2017
21	8fa7ccae6ea497ac230eb7ef122c43d22c5ad0e8	6697893.0	Group education on asthma for children and caregivers: a randomized, controlled trial addressing effects on morbidity and quality of life.	"OBJECTIVE
To establish the efficacy in terms of morbidity and quality of life of a group education program on asthma aimed at children and caregivers.


METHODS
An open, randomized, controlled trial was undertaken in 13 primary health care centers in Spain, Cuba, and Uruguay and involved 245 children with active asthma aged 9 to 13 years and their caregivers. The intervention consisted of 3 educational sessions lasting 45 to 60 minutes each and was performed with 3 intervention groups: children alone, caregivers alone, and both children and caregivers. The outcome measures were difference between intervention and control groups in the rate of asthma attacks and hospital admission, as well as the quality of life of children and caregivers in the 6 months following the intervention.


RESULTS
The rate of asthma attacks per patient-year decreased when the intervention was given only to children (mean difference, -1.61; 95% confidence interval [CI], -2.87 to -0.34) or to both children and caregivers (-1.60; 95% CI, -2.88 to -0.31). Hospital admissions per patient-year decreased in the intervention groups children alone (-0.28; 95% CI, -0.51 to -0.05) and both children and caregivers (-0.25; 95% CI, -0.49 to -0.02). Education provided to caregivers alone was not associated with any changes in morbidity. No differences were observed in terms of quality of life between controls and any of the intervention groups.


CONCLUSIONS
Group education on asthma reduces morbidity but does not improve quality of life. The benefits are apparent when education is aimed at children but no additional benefit is obtained if the intervention is also aimed at their caregivers. Finally, group education for adult caregivers alone is not effective."	['16277767', '4643425', '9826866', '10071311', '15195704', '11603122']	[]	['ab8b26372a47685b5f6b70830c3be1bfddcfaad8', '6e61ecd7a3495ddc6523b3f8d53d61d6794002f9', 'f3af030f0c250dd1c0df3a960a5c8312bb8563b9', 'dbdebc8ad2403259fde5ff9eb3b1384e3297faa9', '9883fdb1f3ffe19e24ac69ced2606a3b51628447', 'c1365afbf3453346baa472fee80ceb614c52989e', 'a85106ab1a11d59692e51779a82d4375b318fe7d', '03a06c2c7af42e2c17d9f9bcb47f21440313737c', 'ce804e26bda22b4efa8ce17983558b49f4b77abb', 'b88967e587b5e500c5d8469f300bb3fabb2980fc']	2007
22	fff1c7f9478f1220c9f9ea341e13651cbfc2996b	16804971.0	Emergent Relativity: Neutrinos as Probe of the Underlying Theory	Neutrinos allow for a test of the hypothesis that the fermions of the Standard Model have Fermi-point splitting, analogous to the fermionic quasi-particles of certain condensed-matter systems. If present, the corresponding Lorentz-violating terms in the Hamiltonian may provide a new source of T and CP violation in the leptonic sector, which is not directly related to mass.	['15050806']	[]	['2ceadffe4526be59944f9c91e784b46338bc0a2f']	2006
